VESSEL ID,VESSEL TYPE,SIZE RANGE,AGE RANGE,CAPACITY
348983,Bulk,Handymax,5-10,50354
348987,Container,Feedermax,5-10,2188
348997,Bulk,Panamax,5-10,76801
349053,Container,Post panamax,5-10,8063
349071,Bulk,Handy,5-10,33562
349085,Bulk,Handy,5-10,28446
349237,Container,Feedermax,5-10,2478
349370,Container,Post panamax,5-10,8034
349373,Container,Post panamax,5-10,8034
349379,Bulk,Handymax,5-10,52483
349392,Bulk,Capesize,5-10,175569
349430,Bulk,Handy,5-10,32347
349514,Container,Panamax,5-10,4014
349515,Container,Panamax,5-10,4014
349519,Container,Panamax,5-10,4922
349550,Bulk,Small,5-10,2863
349578,Bulk,Panamax,5-10,75331
349579,Bulk,Handymax,5-10,53125
349581,Bulk,Capesize,5-10,174096
349605,Bulk,Small,5-10,2859
349614,Bulk,Handy,5-10,27074
349632,Bulk,Small,5-10,2850
349794,Bulk,Capesize,5-10,173880
349795,Bulk,Capesize,5-10,174083
349801,Container,Small,5-10,707
349803,Container,Feedermax,5-10,2474
349804,Container,Feedermax,5-10,2474
349868,Container,Post panamax,5-10,8073
349869,Container,Post panamax,5-10,8073
349873,Container,Post panamax,5-10,8073
349877,Container,Feedermax,5-10,2824
349878,Container,Feedermax,5-10,2824
349879,Container,Feedermax,5-10,2824
349880,Container,Feedermax,5-10,2824
349883,Bulk,Panamax,5-10,76801
349885,Bulk,Panamax,5-10,76801
349903,Container,Panamax,5-10,4132
349907,Container,Post panamax,5-10,5606
349908,Container,Post panamax,5-10,5606
349911,Container,Post panamax,5-10,5527
349915,Container,Post panamax,5-10,7471
349936,Bulk,Handy,5-10,31923
349937,Container,Panamax,5-10,4992
349977,Container,Post panamax,5-10,8411
349978,Container,Post panamax,5-10,8411
350015,Bulk,Panamax,5-10,82597
350019,Bulk,Panamax,5-10,82790
350020,Bulk,Panamax,5-10,82790
350021,Bulk,Panamax,5-10,82790
350028,Bulk,Handy,5-10,32573
350029,Bulk,Handy,5-10,32355
350031,Bulk,Handy,5-10,32545
350036,Container,Small,5-10,831
350070,Container,Feeder,5-10,1341
350071,Container,Feeder,5-10,1180
350137,Container,Small,5-10,818
350239,Bulk,Handy,5-10,27782
350240,Bulk,Handy,5-10,27787
350248,Bulk,Panamax,5-10,76633
350252,Bulk,Handy,5-10,33733
350253,Container,Small,5-10,938
350254,Container,Small,5-10,938
350257,Bulk,Handy,5-10,28671
350258,Container,Small,5-10,938
350259,Container,Small,5-10,938
350271,Bulk,Panamax,5-10,75656
350272,Bulk,Panamax,5-10,75621
350277,Container,Small,5-10,556
350278,Container,Small,5-10,556
350279,Container,Small,5-10,556
350301,Bulk,Panamax,5-10,74477
350330,Container,Small,5-10,917
350331,Container,Small,5-10,917
350425,Container,Small,5-10,855
350427,Container,Small,5-10,874
350472,Container,Small,5-10,660
350494,Container,Small,5-10,915
350526,Container,Feeder,5-10,1850
350528,Container,Feeder,5-10,1850
350566,Bulk,Handymax,5-10,52050
350567,Bulk,Handymax,5-10,52050
350574,Bulk,Capesize,5-10,175971
350601,Container,Feeder,5-10,1221
350602,Container,Small,5-10,868
350604,Container,Small,5-10,868
350623,Bulk,Handy,5-10,27740
350702,Container,Small,5-10,750
350848,Container,Feeder,5-10,1200
350849,Container,Feeder,5-10,1200
350987,Container,Small,5-10,707
351050,Bulk,Small,5-10,2859
351231,Container,Feeder,5-10,1118
351310,Bulk,Small,5-10,2846
351394,Container,Feedermax,5-10,2556
351468,Bulk,Small,5-10,2846
351605,Container,Feedermax,5-10,2602
351617,Container,Feedermax,<5,2784
351710,Bulk,Capesize,5-10,176346
351713,Bulk,Capesize,5-10,203272
351714,Bulk,Capesize,5-10,203212
351715,Bulk,Capesize,5-10,203264
351716,Bulk,Capesize,5-10,203153
351728,Container,Feedermax,<5,2200
351835,Container,Small,5-10,809
351856,Bulk,Handy,5-10,27112
352129,Container,Feeder,5-10,1850
352130,Container,Feeder,5-10,1858
352131,Container,Feeder,5-10,1858
352153,Container,Feeder,5-10,1221
352408,Container,Feedermax,5-10,2474
352410,Container,Feeder,5-10,1529
352459,Container,Feedermax,5-10,2646
352575,Container,Feeder,5-10,1574
352578,Container,Feeder,5-10,1574
352710,Container,Feeder,5-10,1740
352715,Container,Feeder,5-10,1740
352717,Container,Feeder,5-10,1740
353270,Container,Feedermax,5-10,2742
353271,Container,Feedermax,5-10,2742
353281,Container,Feedermax,5-10,2800
353370,Container,Feeder,5-10,1740
353372,Container,Feeder,5-10,1740
353429,Container,Feeder,5-10,1638
353430,Container,Feeder,5-10,1638
353432,Container,Feeder,5-10,1638
353522,Container,Feeder,5-10,1500
353523,Container,Feeder,5-10,1500
353524,Container,Feeder,5-10,1500
353525,Container,Feeder,5-10,1500
353589,Container,Small,5-10,962
353590,Container,Small,5-10,962
353622,Container,Feedermax,5-10,2602
353872,Container,Feeder,5-10,1740
353999,Container,Feeder,5-10,1080
354650,Container,Small,5-10,750
354651,Container,Small,5-10,750
354691,Container,Feedermax,5-10,2478
354693,Container,Small,5-10,962
354732,Container,Small,5-10,350
355014,Container,Feeder,5-10,1100
355529,Container,Feeder,5-10,1008
355750,Bulk,Panamax,<5,77061
355751,Bulk,Panamax,<5,77061
356054,Bulk,Small,5-10,2846
356055,Container,Ultra Large Container Vessel,5-10,15550
356056,Container,New panamax,5-10,11000
356058,Container,New panamax,5-10,11000
356059,Container,New panamax,5-10,11000
356060,Container,New panamax,5-10,11000
356061,Container,New panamax,5-10,11000
356064,Container,New panamax,<5,11000
356232,Bulk,Panamax,<5,77171
356233,Bulk,Panamax,<5,77171
356311,Bulk,Panamax,<5,82372
356339,Bulk,Panamax,<5,82338
356364,Bulk,Handymax,<5,55303
356367,Bulk,Panamax,<5,77283
356469,Container,Panamax,5-10,4250
356614,Container,Feeder,5-10,1799
356615,Container,Feeder,5-10,1803
356617,Container,Feeder,5-10,1803
356620,Container,Feeder,5-10,1805
356622,Container,Feeder,5-10,1805
356655,Container,Feeder,5-10,1155
356656,Container,Feeder,5-10,1155
357340,Container,Panamax,<5,4250
357419,Container,Post panamax,<5,8110
357420,Container,Post panamax,<5,8110
357620,Container,Feeder,<5,1730
357708,Bulk,Panamax,<5,82499
357709,Bulk,Panamax,<5,82464
357744,Bulk,Small,5-10,5000
357902,Container,Feeder,5-10,1155
357903,Container,Feeder,5-10,1155
357934,Bulk,Handy,<5,27000
358062,Container,Feeder,5-10,1875
358068,Container,Feeder,5-10,1875
358151,Container,Post panamax,<5,8212
358315,Container,Post panamax,<5,8628
358316,Container,Post panamax,<5,9040
358317,Container,Post panamax,<5,9040
358566,Bulk,Handy,<5,29818
358584,Bulk,Small,5-10,2838
358616,Bulk,Handymax,<5,56678
358622,Bulk,Handy,<5,30197
358682,Bulk,Handymax,<5,56676
358991,Bulk,Capesize,<5,207826
358993,Bulk,Panamax,<5,77376
358994,Bulk,Panamax,<5,77283
358998,Bulk,Capesize,<5,106507
358999,Bulk,Capesize,<5,105500
359103,Container,Panamax,<5,4252
359580,Bulk,Small,5-10,2846
359744,Container,Feedermax,<5,2732
360001,Container,Panamax,<5,4250
360004,Bulk,Handymax,5-10,53565
360010,Container,Panamax,<5,4250
360593,Container,Panamax,<5,4947
360686,Container,Panamax,<5,4506
360948,Container,Feeder,<5,1118
361022,Bulk,Handymax,<5,53463
361023,Bulk,Handymax,<5,53521
361040,Bulk,Handymax,<5,53414
361351,Container,Feeder,<5,1118
361457,Bulk,Handymax,<5,53000
361459,Bulk,Handymax,<5,53000
361477,Bulk,Handymax,<5,53414
361643,Container,Post panamax,<5,6200
361708,Container,Post panamax,<5,6350
361709,Container,Post panamax,<5,6350
361711,Container,Post panamax,<5,6350
361712,Container,Post panamax,<5,6350
361713,Container,Post panamax,<5,6350
361805,Container,Feeder,<5,1118
361833,Container,Feedermax,<5,2007
362201,Container,New panamax,<5,10020
362216,Container,Post panamax,<5,8100
362217,Container,Post panamax,<5,8100
362221,Container,Feedermax,<5,2646
362233,Container,Panamax,<5,4250
362234,Container,Panamax,<5,4250
362274,Container,Panamax,<5,3091
362275,Container,Panamax,<5,3091
362294,Bulk,Capesize,<5,207912
362304,Bulk,Capesize,<5,207933
362307,Bulk,Capesize,<5,207923
362308,Bulk,Capesize,<5,207805
362376,Bulk,Handy,<5,27112
362588,Bulk,Handy,<5,32114
362761,Bulk,Panamax,<5,82331
362762,Bulk,Panamax,<5,82356
362764,Bulk,Panamax,<5,82331
362772,Bulk,Handymax,<5,50000
362819,Container,Post panamax,<5,8241
362820,Container,Post panamax,<5,8241
362822,Container,Post panamax,<5,8241
362823,Container,Post panamax,<5,8241
362847,Container,Panamax,<5,4888
362863,Container,Post panamax,<5,8428
362884,Bulk,Handy,<5,31943
362885,Bulk,Handy,<5,31945
363210,Container,Post panamax,<5,8110
363225,Bulk,Handymax,<5,56089
363226,Bulk,Handymax,<5,56056
363246,Bulk,Handymax,<5,56055
363250,Bulk,Handymax,<5,56014
363318,Bulk,Handymax,<5,55975
363348,Bulk,Handymax,<5,55624
363495,Bulk,Panamax,<5,82338
363496,Bulk,Panamax,<5,82372
363670,Container,Feeder,<5,1118
363889,Container,Feedermax,<5,2824
363957,Bulk,Panamax,<5,90338
363958,Bulk,Panamax,<5,89861
364548,Container,Feedermax,<5,2015
365080,Container,Feeder,<5,1118
365232,Bulk,Capesize,<5,176943
365360,Container,Post panamax,<5,9000
365361,Container,Post panamax,<5,9000
365431,Container,Post panamax,<5,6188
365533,Bulk,Handymax,<5,53000
365555,Bulk,Capesize,<5,173723
365613,Container,Feedermax,<5,2824
365628,Bulk,Handy,<5,12523
365634,Container,Post panamax,<5,8479
365653,Bulk,Handymax,<5,55688
365658,Bulk,Capesize,<5,208038
365670,Container,Feedermax,<5,2646
365793,Container,Feedermax,<5,2824
365794,Container,Feedermax,<5,2824
365994,Container,New panamax,<5,10060
365995,Container,New panamax,<5,10060
366008,Container,Panamax,<5,4250
366009,Container,Panamax,<5,4250
366047,Container,Post panamax,<5,8562
366056,Container,Panamax,<5,3534
366059,Container,Panamax,<5,3534
366240,Container,Post panamax,<5,6655
366245,Container,Post panamax,<5,8566
366246,Container,Post panamax,<5,8566
366247,Container,Panamax,<5,4700
366248,Container,Panamax,<5,4728
366249,Container,Panamax,<5,4728
366250,Container,Post panamax,<5,8566
366268,Container,Panamax,<5,4700
366269,Container,Panamax,<5,4922
366280,Bulk,Handymax,<5,53100
366281,Bulk,Handymax,<5,53348
366282,Bulk,Handymax,<5,53389
366289,Container,Post panamax,<5,5560
366290,Container,Post panamax,<5,5905
366291,Container,Post panamax,<5,5905
366292,Container,Post panamax,<5,5552
366333,Container,Small,<5,767
366356,Container,Panamax,<5,4795
366357,Container,Panamax,<5,4795
366358,Container,Panamax,<5,4795
366393,Bulk,Handy,<5,38071
366395,Bulk,Handy,<5,38065
366396,Bulk,Handy,<5,38056
366397,Bulk,Handy,<5,37695
366400,Container,Feeder,<5,1819
366401,Container,Feeder,<5,1800
366402,Container,Feeder,<5,1800
366531,Container,Feedermax,<5,2824
366533,Container,Post panamax,<5,6435
366534,Container,Post panamax,<5,6435
366535,Container,Post panamax,<5,6435
366540,Container,Panamax,<5,5100
366547,Container,Feeder,<5,1267
366548,Container,Panamax,<5,3364
366549,Container,Panamax,<5,3364
366550,Container,Panamax,<5,3364
366618,Container,Post panamax,<5,6435
366619,Container,Post panamax,<5,6435
366620,Container,Post panamax,<5,6435
366621,Container,Post panamax,<5,6435
366639,Container,Panamax,<5,4300
366640,Container,Panamax,<5,4319
366641,Container,Panamax,<5,4319
366642,Container,Panamax,<5,4319
366686,Container,Feedermax,<5,2742
366746,Container,Panamax,<5,4300
366895,Container,Panamax,<5,5100
367288,Container,Panamax,<5,5078
367290,Container,Panamax,<5,5100
367292,Container,Panamax,<5,5100
367388,Container,Panamax,<5,4250
367389,Container,Panamax,<5,4250
367390,Container,Panamax,<5,4250
367405,Container,Post panamax,<5,6500
367407,Container,Post panamax,<5,5541
367414,Container,Panamax,<5,4860
367416,Container,Panamax,<5,4860
367439,Container,Post panamax,<5,5888
367440,Container,Post panamax,<5,5888
367441,Container,Post panamax,<5,5888
367443,Container,Post panamax,<5,6350
367483,Container,Feeder,<5,1805
367486,Container,Panamax,<5,4400
367487,Container,Panamax,<5,4400
367869,Container,Small,<5,620
367870,Container,Small,<5,620
367892,Container,Post panamax,<5,8400
367893,Container,Post panamax,<5,8400
367924,Container,Panamax,<5,4252
367925,Container,Panamax,<5,4250
367926,Container,Panamax,<5,4250
367927,Container,Panamax,<5,4252
367928,Container,Panamax,<5,4250
367957,Bulk,Handymax,<5,53840
368170,Container,Small,<5,917
368234,Container,Panamax,<5,4250
368748,Container,Post panamax,<5,6661
368927,Container,Feeder,<5,1698
369838,Container,Panamax,<5,3194
369841,Container,Panamax,<5,3194
369843,Container,Panamax,<5,3100
369846,Container,Panamax,<5,3078
369883,Bulk,Handy,<5,30195
369884,Bulk,Handy,<5,30163
369903,Bulk,Handymax,<5,42704
369909,Bulk,Handymax,<5,50757
369911,Bulk,Handymax,<5,52950
369912,Bulk,Handymax,<5,50790
369946,Container,Feedermax,<5,2846
369947,Container,Feedermax,<5,2602
369948,Container,Post panamax,<5,10000
369950,Container,Post panamax,<5,10000
369957,Container,Panamax,<5,4506
369968,Container,Feedermax,<5,2478
369970,Container,Feedermax,<5,2478
369972,Container,Feedermax,<5,2478
369976,Container,Feedermax,<5,2478
369977,Container,Feedermax,<5,2478
369978,Container,Feedermax,<5,2478
369979,Container,Feedermax,<5,2478
369980,Container,Feedermax,<5,2478
369981,Container,Feedermax,<5,2478
369982,Container,Feedermax,<5,2478
369984,Container,New panamax,<5,11038
369986,Container,New panamax,<5,10960
370009,Container,Unspecified,<5,
370282,Container,Small,<5,925
370350,Container,Feeder,<5,1713
370355,Container,Feeder,<5,1803
370372,Bulk,Handy,<5,26495
370373,Bulk,Handy,<5,26482
370404,Container,Post panamax,<5,6661
370405,Container,Post panamax,<5,6661
370421,Container,Feeder,<5,1810
370646,Container,Feeder,<5,1028
370647,Container,Feeder,<5,1024
370649,Container,Feeder,<5,1024
370775,Container,Post panamax,<5,8400
370776,Container,Post panamax,<5,8400
370777,Container,Post panamax,<5,8400
371038,Container,Feeder,<5,1440
371043,Container,Post panamax,<5,7668
371044,Container,Post panamax,<5,7000
371045,Container,Post panamax,<5,7000
371049,Container,Post panamax,<5,7000
371050,Container,Post panamax,<5,7000
371051,Container,Post panamax,<5,7000
371128,Bulk,Panamax,<5,81487
371133,Container,Small,<5,907
371134,Container,Small,<5,907
371157,Bulk,Handymax,<5,56557
371159,Bulk,Handymax,<5,56557
371186,Bulk,Panamax,<5,77008
371191,Bulk,Handy,<5,18965
371233,Bulk,Handymax,<5,53828
371867,Container,Feedermax,<5,2846
371871,Container,Small,<5,917
371938,Container,Feedermax,<5,2846
372153,Container,Feedermax,<5,2578
372175,Container,Feedermax,<5,2546
372247,Container,Post panamax,<5,6572
372249,Container,Post panamax,<5,6572
372250,Container,Post panamax,<5,6542
372367,Bulk,Capesize,<5,180183
372488,Bulk,Capesize,<5,176877
372493,Bulk,Capesize,<5,177987
372495,Bulk,Capesize,<5,177894
372497,Bulk,Capesize,<5,177804
372499,Bulk,Capesize,<5,177798
372508,Bulk,Panamax,<5,75228
372509,Bulk,Panamax,<5,83730
372518,Bulk,Handy,<5,23641
372527,Bulk,Handy,<5,32120
372566,Container,Feeder,<5,1702
372571,Bulk,Handy,<5,32269
372573,Bulk,Handy,<5,32250
372575,Bulk,Handy,<5,32313
372609,Container,Panamax,<5,4253
372618,Bulk,Panamax,<5,76619
372629,Bulk,Panamax,<5,82354
372631,Bulk,Handymax,<5,52223
372638,Container,Feeder,<5,1049
372671,Container,Feeder,<5,1810
372672,Container,Feeder,<5,1810
372673,Container,Feeder,<5,1810
372777,Container,Feeder,<5,1710
372830,Bulk,Panamax,<5,76432
372833,Bulk,Panamax,<5,76432
372845,Container,Post panamax,<5,9661
373004,Bulk,Handy,<5,18981
373007,Container,Small,<5,831
373009,Container,Small,<5,831
373010,Container,Small,<5,831
373011,Container,Small,<5,831
373012,Container,Small,<5,907
373310,Container,Small,<5,767
373332,Container,Panamax,<5,4250
373333,Container,Panamax,<5,4250
373335,Container,Panamax,<5,4254
373549,Container,Post panamax,<5,9661
373554,Container,Feeder,<5,1880
373555,Container,Feeder,<5,1849
373556,Container,Feeder,<5,1849
373558,Container,Feeder,<5,1849
373597,Bulk,Panamax,<5,75194
373629,Container,Feeder,<5,1150
373630,Container,Feeder,<5,1147
373631,Container,Feeder,<5,1147
374048,Container,Feedermax,<5,2702
374342,Container,Feedermax,<5,2578
374343,Container,Feedermax,<5,2578
374418,Container,Small,<5,905
374469,Container,Feeder,<5,1345
374675,Bulk,Panamax,<5,76000
374678,Bulk,Panamax,<5,76000
374681,Container,Post panamax,<5,5770
374766,Bulk,Handy,<5,32221
374794,Bulk,Panamax,<5,78819
374800,Bulk,Handy,<5,29664
374801,Bulk,Handy,<5,29664
374804,Bulk,Handy,<5,33440
374806,Bulk,Handy,<5,33401
374807,Bulk,Handy,<5,16383
374808,Bulk,Handy,<5,33225
374810,Bulk,Handy,<5,33248
375028,Bulk,Panamax,<5,93549
375029,Bulk,Panamax,<5,93579
375035,Bulk,Handy,<5,37313
378035,Bulk,Panamax,<5,82672
378037,Bulk,Panamax,<5,82624
378394,Container,Feeder,<5,1421
378406,Container,Feeder,<5,1421
378590,Container,Panamax,<5,3426
378603,Container,Feeder,<5,1022
378983,Bulk,Panamax,<5,89861
378985,Bulk,Panamax,<5,90338
379023,Container,Small,<5,868
379024,Container,Small,<5,868
379085,Container,Unspecified,5-10,
379098,Container,Small,<5,868
379099,Container,Small,<5,868
381188,Bulk,Panamax,<5,81383
381190,Bulk,Panamax,<5,81426
381191,Bulk,Panamax,<5,81354
381285,Bulk,Panamax,<5,81397
381290,Bulk,Panamax,<5,81508
382014,Container,Small,<5,442
383790,Container,Panamax,<5,4275
383797,Container,Panamax,<5,4253
383804,Container,Panamax,<5,4253
383805,Container,Panamax,<5,4253
384445,Bulk,Handymax,<5,56678
384452,Bulk,Handymax,<5,56548
384887,Bulk,Panamax,<5,83610
384889,Bulk,Panamax,<5,83617
384917,Bulk,Handy,<5,30487
384926,Bulk,Capesize,<5,207942
388094,Bulk,Handy,<5,32115
388096,Bulk,Handy,<5,32115
388104,Bulk,Handy,<5,33171
388105,Bulk,Handy,<5,32500
388111,Bulk,Handy,<5,32500
388113,Bulk,Handy,<5,33171
388406,Bulk,Capesize,<5,207791
388444,Container,Feeder,<5,1118
388474,Container,Feeder,<5,1604
388669,Bulk,Handy,<5,33098
389124,Container,Small,<5,700
390063,Bulk,Handy,<5,20499
390071,Bulk,Handy,<5,31890
390075,Bulk,Panamax,<5,83685
390104,Container,Panamax,<5,4506
390173,Bulk,Handy,<5,37296
390203,Container,Feeder,<5,1809
390205,Container,Feeder,<5,1809
390216,Bulk,Handy,<5,31922
390438,Bulk,Handy,<5,33157
390573,Bulk,Handy,<5,37277
392559,Container,Feeder,<5,1118
392560,Container,Feeder,<5,1118
392630,Bulk,Handy,<5,32228
392965,Bulk,Handy,<5,33171
392998,Bulk,Panamax,<5,79964
393002,Bulk,Handymax,<5,58300
393129,Bulk,Capesize,<5,106349
393133,Bulk,Panamax,<5,76553
393138,Bulk,Capesize,<5,180159
393154,Bulk,Handy,<5,32295
393156,Bulk,Handy,<5,32311
393157,Bulk,Handy,<5,32271
393158,Bulk,Handy,<5,32284
393163,Bulk,Handy,<5,32162
393164,Bulk,Handy,<5,32165
393171,Bulk,Handy,<5,16645
393175,Bulk,Handy,<5,18000
393177,Bulk,Handy,<5,18908
393178,Container,Small,<5,831
393275,Container,Small,<5,706
393279,Bulk,Panamax,<5,72863
393280,Bulk,Panamax,<5,72863
393281,Bulk,Handymax,<5,54204
393285,Bulk,Handymax,<5,54204
393871,Container,Small,<5,698
393880,Container,Small,<5,350
393969,Container,Small,<5,812
394973,Bulk,Handymax,<5,56560
394974,Bulk,Handymax,<5,56557
394978,Bulk,Handymax,<5,55679
394979,Bulk,Panamax,<5,81702
396074,Container,Feeder,<5,1345
396564,Bulk,Handymax,<5,58722
396612,Bulk,Handymax,<5,53500
396617,Container,Feeder,<5,1440
396640,Bulk,Handymax,<5,50000
396641,Bulk,Handymax,<5,50194
396675,Container,Feeder,<5,1421
396935,Bulk,Handymax,<5,53500
396936,Bulk,Handymax,<5,53350
396939,Bulk,Handymax,<5,53432
396946,Bulk,Handymax,<5,53500
397214,Container,Feeder,<5,1700
397219,Container,Small,<5,880
397221,Container,Small,<5,698
397334,Bulk,Handymax,<5,53500
397335,Bulk,Handymax,<5,53442
397339,Bulk,Handymax,<5,53412
397340,Bulk,Handymax,<5,53386
397425,Bulk,Handy,<5,37695
397433,Bulk,Handy,<5,38065
397445,Container,Feeder,<5,1306
397617,Container,Feeder,<5,1118
397786,Container,Small,<5,974
397793,Container,Panamax,<5,4253
397794,Container,Panamax,<5,4275
397795,Container,Panamax,<5,4275
397796,Container,Panamax,<5,4275
398160,Container,Panamax,<5,4253
398161,Container,Panamax,<5,4253
398162,Container,Panamax,<5,4253
399449,Container,Feeder,<5,1284
399472,Container,Feeder,<5,1284
399476,Container,Feeder,<5,1284
399477,Container,Feeder,<5,1284
399482,Container,Small,<5,980
399483,Container,Small,<5,980
399496,Container,Small,<5,990
399633,Container,Feeder,<5,1740
399634,Container,Feeder,<5,1740
399635,Container,Feeder,<5,1740
399636,Container,Feeder,<5,1740
399844,Container,Small,<5,974
399917,Bulk,Handy,<5,31771
399918,Bulk,Handy,<5,37268
399919,Bulk,Handy,<5,37317
400651,Container,Panamax,<5,4360
400652,Container,Panamax,<5,4360
400653,Container,Panamax,<5,4300
406228,Container,Feeder,<5,1810
407504,Bulk,Handymax,<5,56548
407507,Bulk,Capesize,<5,170018
407545,Container,Panamax,<5,4253
407563,Bulk,Handy,<5,32258
408122,Container,Panamax,<5,3534
408185,Bulk,Panamax,<5,78802
408217,Bulk,Panamax,<5,83688
408413,Bulk,Handy,<5,33371
408415,Bulk,Handymax,<5,55496
408416,Bulk,Handy,<5,33387
408426,Bulk,Handy,<5,12497
408428,Bulk,Handy,<5,33355
408430,Bulk,Handy,<5,23641
408431,Bulk,Handy,<5,16656
408442,Bulk,Handy,<5,33738
408444,Container,Small,<5,938
408506,Bulk,Small,<5,6600
410632,Bulk,Panamax,<5,82449
410634,Bulk,Panamax,<5,82580
410805,Bulk,Capesize,<5,180129
410806,Bulk,Capesize,<5,180140
410818,Bulk,Capesize,<5,176928
411042,Container,Feeder,<5,1049
411516,Bulk,Handy,<5,30000
411526,Bulk,Handy,<5,29909
411677,Bulk,Panamax,<5,75500
411679,Bulk,Panamax,<5,75500
414545,Bulk,Handymax,<5,55639
414556,Bulk,Handymax,<5,55688
414557,Bulk,Handymax,<5,55641
416717,Bulk,Capesize,<5,207935
416718,Bulk,Capesize,<5,207973
416719,Bulk,Capesize,<5,207991
416749,Bulk,Capesize,<5,207945
416778,Bulk,Capesize,<5,207955
427153,Bulk,Capesize,<5,178023
427164,Bulk,Capesize,<5,177878
427213,Container,Panamax,<5,3100
427214,Container,Panamax,<5,3100
427215,Container,Panamax,<5,3100
429855,Container,Small,<5,974
429865,Container,Small,<5,974
430689,Container,Feeder,<5,1345
431556,Bulk,Handymax,<5,53393
445725,Container,Feeder,<5,1118
458735,Bulk,Handy,<5,32280
458736,Bulk,Handy,<5,32282
458753,Bulk,Handy,<5,32292
458771,Bulk,Handy,<5,32280
458787,Bulk,Handy,<5,32301
458805,Bulk,Handy,<5,32298
458806,Bulk,Handy,<5,32326
458825,Bulk,Handy,<5,32309
459101,Bulk,Capesize,<5,170000
459102,Bulk,Capesize,<5,170000
459103,Bulk,Capesize,<5,170000
461356,Bulk,Handy,<5,31887
461357,Bulk,Handy,<5,31883
461358,Bulk,Handy,<5,18978
461372,Bulk,Handy,<5,29747
461735,Container,Panamax,<5,4860
461750,Container,Panamax,<5,4963
461752,Container,Panamax,<5,4963
461768,Container,Panamax,<5,4043
461784,Container,Panamax,<5,4043
461785,Container,Panamax,<5,4043
465621,Bulk,Handymax,<5,53496
465638,Bulk,Handy,<5,18600
465732,Bulk,Panamax,<5,81297
465734,Bulk,Capesize,<5,177974
466746,Container,New panamax,<5,11312
466804,Container,New panamax,<5,10062
466805,Container,New panamax,<5,10062
466815,Container,New panamax,<5,10062
466824,Container,New panamax,<5,10062
468123,Bulk,Panamax,<5,81177
468124,Bulk,Panamax,<5,81502
468139,Bulk,Panamax,<5,81466
468870,Container,Small,<5,917
468927,Container,New panamax,<5,11356
468928,Container,New panamax,<5,11356
468929,Container,New panamax,<5,11356
468930,Container,New panamax,<5,11356
469216,Bulk,Panamax,<5,76445
469907,Bulk,Capesize,<5,170000
469908,Bulk,Capesize,<5,170000
469909,Bulk,Capesize,<5,170060
469912,Container,Feeder,<5,1036
472541,Container,Feeder,<5,1049
473437,Bulk,Handy,<5,30472
473449,Bulk,Handy,<5,30439
473451,Bulk,Handy,<5,30765
473452,Bulk,Handy,<5,30465
473462,Bulk,Handy,<5,30765
473463,Bulk,Handy,<5,30475
473464,Bulk,Handy,<5,30420
473465,Bulk,Handy,<5,30427
473476,Bulk,Handy,<5,30424
473477,Bulk,Handy,<5,30425
473478,Bulk,Handy,<5,30478
473772,Bulk,Panamax,<5,75500
475555,Bulk,Panamax,<5,92330
475556,Bulk,Handymax,<5,51758
475567,Bulk,Handymax,<5,51725
475568,Bulk,Handymax,<5,51725
475569,Bulk,Handymax,<5,50820
475570,Bulk,Handymax,<5,50806
475578,Bulk,Capesize,<5,181383
475579,Bulk,Capesize,<5,181417
475581,Bulk,Capesize,<5,181453
476682,Container,New panamax,<5,11312
479900,Bulk,Panamax,<5,86356
479901,Bulk,Handymax,<5,50779
479916,Bulk,Handymax,<5,50779
479918,Bulk,Handymax,<5,50780
479932,Bulk,Handymax,<5,50806
479934,Bulk,Panamax,<5,82533
479961,Bulk,Handymax,<5,51687
479962,Bulk,Panamax,<5,76441
479974,Bulk,Handymax,<5,54768
479987,Bulk,Handymax,<5,54958
480165,Bulk,Panamax,<5,75500
481319,Bulk,Panamax,<5,82561
481385,Bulk,Panamax,<5,82518
481400,Bulk,Panamax,<5,82612
481402,Bulk,Handymax,<5,58837
482366,Bulk,Handymax,<5,58750
482367,Bulk,Handymax,<5,58761
482368,Bulk,Handymax,<5,58731
482384,Bulk,Handymax,<5,58717
482385,Bulk,Handymax,<5,58730
482398,Bulk,Handymax,<5,58500
482473,Bulk,Handymax,<5,58772
482474,Bulk,Handymax,<5,58736
483714,Bulk,Handymax,<5,58781
483719,Bulk,Handymax,<5,58798
483720,Bulk,Handymax,<5,58729
483721,Bulk,Handymax,<5,58790
483781,Bulk,Handymax,<5,58765
483783,Bulk,Handymax,<5,58803
483784,Bulk,Handymax,<5,58792
489504,Bulk,Small,<5,6600
501003,Bulk,Handy,<5,37852
501004,Bulk,Handy,<5,37852
501039,Bulk,Handy,<5,37852
501041,Bulk,Handy,<5,37852
507063,Container,Feeder,<5,1049
507064,Container,Feeder,<5,1049
508654,Bulk,Unspecified,>30,
508668,Container,Unspecified,10-15,
508699,Bulk,Unspecified,5-10,
508700,Bulk,Unspecified,10-15,
511510,Bulk,Handy,<5,30802
511524,Bulk,Handy,<5,30777
511615,Bulk,Handy,<5,30803
511635,Bulk,Handy,<5,30803
539399,Container,New panamax,<5,13798
539400,Container,New panamax,<5,13798
539415,Container,New panamax,<5,13798
539416,Container,New panamax,<5,13798
539417,Container,New panamax,<5,13798
539418,Container,New panamax,<5,13798
544026,Bulk,Capesize,<5,180000
544027,Bulk,Capesize,<5,180000
544061,Bulk,Capesize,<5,180000
