VESSEL ID,VESSEL TYPE,SIZE RANGE,AGE RANGE,CAPACITY
544078,Bulk,Capesize,<5,179067
544310,Bulk,Panamax,<5,83651
544326,Bulk,Panamax,<5,78844
544342,Bulk,Panamax,<5,83601
548609,Bulk,Handymax,<5,53482
548612,Bulk,Handymax,<5,53542
553726,Bulk,Capesize,<5,106563
553767,Container,New panamax,<5,13232
553821,Container,New panamax,<5,14036
553822,Container,New panamax,<5,14036
556497,Container,Small,<5,812
557876,Bulk,Handy,<5,31612
557967,Container,Feeder,<5,1102
558127,Bulk,Capesize,<5,177773
562655,Container,Small,<5,648
564411,Bulk,Handymax,<5,55090
564430,Container,Feeder,<5,1043
564448,Bulk,Handymax,<5,55073
566625,Bulk,Handymax,<5,53456
566643,Bulk,Handymax,<5,53000
566644,Bulk,Handymax,<5,53456
566645,Bulk,Handymax,<5,45273
566666,Bulk,Handymax,<5,53000
567528,Container,Feeder,<5,1118
576061,Bulk,Handymax,<5,47761
588850,Bulk,Capesize,<5,206331
590397,Bulk,Handy,<5,31760
600994,Bulk,Handy,<5,30898
600997,Bulk,Handy,<5,30899
610951,Bulk,Handymax,<5,55259
610959,Bulk,Capesize,<5,178381
611018,Bulk,Handymax,<5,55522
611020,Bulk,Handymax,<5,55638
611029,Bulk,Capesize,<5,178090
611030,Bulk,Handymax,<5,55217
611031,Bulk,Handymax,<5,57000
611042,Bulk,Capesize,<5,206007
611044,Bulk,Handymax,<5,55256
611045,Bulk,Handymax,<5,55429
611054,Bulk,Handymax,<5,55430
611069,Bulk,Handy,<5,37785
611090,Bulk,Handymax,<5,55277
611092,Bulk,Capesize,<5,178623
611100,Bulk,Handymax,<5,55411
611102,Bulk,Handymax,<5,56794
611103,Bulk,Capesize,<5,178050
611115,Bulk,Handymax,<5,55726
611132,Bulk,Handy,<5,37782
623356,Bulk,Capesize,<5,178120
625086,Bulk,Handy,<5,30790
625087,Bulk,Panamax,<5,79403
625096,Bulk,Handy,<5,18917
625098,Bulk,Handy,<5,34330
625105,Bulk,Handy,<5,30770
625122,Bulk,Panamax,<5,75500
625123,Bulk,Panamax,<5,75500
625130,Bulk,Panamax,<5,92330
625132,Bulk,Handymax,<5,50806
625133,Bulk,Panamax,<5,92672
625175,Bulk,Handy,<5,34000
625206,Bulk,Handy,<5,20145
625212,Bulk,Handymax,<5,54768
625348,Bulk,Handy,<5,31800
625356,Bulk,Handy,<5,29860
625376,Bulk,Handy,<5,32029
625388,Bulk,Handy,<5,29997
625391,Bulk,Handy,<5,30009
625401,Bulk,Handymax,<5,53822
625402,Bulk,Handymax,<5,53815
625413,Bulk,Panamax,<5,83611
625414,Bulk,Panamax,<5,78821
625420,Bulk,Panamax,<5,75123
627526,Container,Small,<5,104
627564,Bulk,Panamax,<5,86949
627565,Bulk,Panamax,<5,86800
627628,Bulk,Capesize,<5,180220
627632,Bulk,Panamax,<5,93521
627633,Bulk,Capesize,<5,176952
627643,Bulk,Capesize,<5,180000
627669,Container,New panamax,<5,11356
627700,Bulk,Handymax,<5,50433
638736,Container,Unspecified,5-10,
644797,Bulk,Handymax,<5,53571
644798,Bulk,Handymax,<5,53477
644799,Bulk,Handymax,<5,53507
644815,Bulk,Handymax,<5,53406
660966,Bulk,Panamax,<5,83690
670266,Bulk,Handymax,<5,55477
670267,Bulk,Handymax,<5,55522
670268,Bulk,Handymax,<5,55476
670289,Bulk,Handymax,<5,55444
670290,Bulk,Handymax,<5,55457
670291,Bulk,Handymax,<5,55445
670292,Bulk,Handymax,<5,55474
709142,Bulk,Handy,<5,33173
726501,Bulk,Handymax,<5,55989
726508,Bulk,Handymax,<5,55940
726579,Container,Post panamax,<5,8063
726581,Container,Post panamax,<5,8063
726584,Container,Post panamax,<5,8063
726880,Bulk,Handymax,<5,55060
728689,Bulk,Panamax,<5,61414
731244,Bulk,Handymax,<5,55582
731765,Container,Feeder,<5,1345
738498,Bulk,Panamax,<5,62924
738499,Bulk,Panamax,<5,62942
738502,Bulk,Panamax,<5,81932
738503,Bulk,Panamax,<5,82100
738504,Bulk,Panamax,<5,82158
738505,Bulk,Panamax,<5,82171
738593,Bulk,Handy,<5,25951
739932,Bulk,Handy,<5,30895
739934,Bulk,Handy,<5,30928
739935,Bulk,Handy,<5,30930
739936,Container,Small,<5,698
741916,Bulk,Panamax,<5,93336
741917,Bulk,Panamax,<5,93386
741921,Bulk,Panamax,<5,93200
741923,Bulk,Panamax,<5,93353
741924,Bulk,Panamax,<5,93234
741925,Bulk,Panamax,<5,93275
741928,Bulk,Panamax,<5,93259
741929,Bulk,Panamax,<5,93262
741994,Bulk,Panamax,<5,93313
741996,Bulk,Panamax,<5,93274
744003,Bulk,Panamax,<5,87375
744004,Bulk,Panamax,<5,87375
744007,Bulk,Panamax,<5,87375
744008,Bulk,Panamax,<5,87375
744237,Bulk,Capesize,<5,178105
744239,Bulk,Capesize,<5,177380
747013,Bulk,Panamax,<5,83685
747014,Bulk,Panamax,<5,78833
747016,Bulk,Capesize,<5,169025
747019,Bulk,Capesize,<5,169098
747021,Bulk,Capesize,<5,169021
747022,Bulk,Capesize,<5,169057
747023,Bulk,Capesize,<5,169056
747044,Bulk,Capesize,<5,174667
747045,Bulk,Capesize,<5,174725
747046,Bulk,Handymax,<5,54123
747049,Bulk,Capesize,<5,180077
747053,Bulk,Capesize,<5,180239
747055,Bulk,Capesize,<5,180082
747057,Bulk,Capesize,<5,180077
747473,Bulk,Panamax,<5,91827
747476,Bulk,Panamax,<5,91913
747482,Bulk,Panamax,<5,91941
748806,Bulk,Capesize,<5,175401
748808,Bulk,Capesize,<5,175181
748810,Bulk,Capesize,<5,176000
749006,Bulk,Panamax,<5,61501
749014,Bulk,Panamax,<5,61501
749567,Bulk,Capesize,<5,119597
749569,Bulk,Capesize,<5,119480
749572,Bulk,Panamax,<5,82117
749573,Bulk,Panamax,<5,82193
749577,Bulk,Capesize,<5,176000
749579,Bulk,Capesize,<5,176382
749615,Bulk,Capesize,<5,179759
749616,Bulk,Capesize,<5,179759
749617,Bulk,Capesize,<5,180018
749618,Bulk,Capesize,<5,180018
749850,Container,Panamax,<5,4888
750244,Bulk,Handy,<5,30807
750312,Bulk,Panamax,<5,79372
750314,Bulk,Panamax,<5,79386
750529,Bulk,Panamax,<5,83448
750534,Bulk,Panamax,<5,83416
750535,Bulk,Panamax,<5,83353
750537,Bulk,Panamax,<5,83375
750538,Bulk,Capesize,<5,119503
750539,Bulk,Capesize,<5,119473
750541,Bulk,Panamax,<5,78450
750543,Bulk,Panamax,<5,83480
750544,Bulk,Panamax,<5,83476
750545,Bulk,Panamax,<5,83468
750548,Bulk,Panamax,<5,83456
750607,Bulk,Panamax,<5,83482
750608,Bulk,Panamax,<5,83482
752004,Bulk,Handy,<5,31881
752014,Bulk,Handy,<5,31967
752018,Bulk,Handy,<5,31833
752022,Bulk,Handy,<5,31887
752025,Bulk,Handy,<5,31889
752029,Bulk,Handy,<5,31888
752031,Bulk,Handy,<5,31872
752033,Bulk,Handy,<5,31858
752147,Bulk,Handy,<5,25028
752148,Bulk,Handy,<5,26307
752204,Bulk,Handy,<5,31755
752205,Bulk,Handy,<5,33313
752208,Bulk,Handy,<5,33301
752209,Bulk,Handy,<5,33305
752214,Bulk,Handy,<5,37168
752222,Bulk,Handy,<5,32919
752224,Bulk,Handy,<5,32875
752225,Bulk,Handy,<5,28333
752248,Bulk,Handymax,<5,54924
752349,Bulk,Handy,<5,33800
752974,Bulk,Capesize,<5,178462
752975,Bulk,Capesize,<5,178459
752979,Bulk,Handymax,<5,55614
752980,Bulk,Handymax,<5,55469
752982,Bulk,Handymax,<5,56104
752984,Bulk,Handymax,<5,55693
753344,Bulk,Panamax,<5,80594
753733,Bulk,Handymax,<5,53000
753735,Bulk,Handymax,<5,53570
754011,Bulk,Capesize,<5,175609
754489,Bulk,Handymax,<5,57291
754503,Bulk,Handymax,<5,57208
754505,Bulk,Capesize,<5,179700
754508,Bulk,Capesize,<5,179700
754510,Bulk,Capesize,<5,179701
754511,Bulk,Capesize,<5,179700
754697,Container,Unspecified,5-10,
754880,Bulk,Handymax,<5,55753
754883,Bulk,Handymax,<5,56120
754886,Bulk,Capesize,<5,181458
754889,Bulk,Handymax,<5,53800
754892,Bulk,Handymax,<5,53800
754926,Bulk,Handymax,<5,57000
754942,Bulk,Panamax,<5,92667
754946,Bulk,Panamax,<5,92648
755085,Bulk,Handymax,<5,55089
755087,Bulk,Handymax,<5,55089
755088,Bulk,Handymax,<5,55089
755288,Bulk,Capesize,<5,175397
755291,Bulk,Capesize,<5,114751
755293,Bulk,Handy,<5,34096
755310,Bulk,Panamax,<5,74500
755311,Bulk,Panamax,<5,74500
755527,Bulk,Handy,<5,34370
755530,Bulk,Handy,<5,34403
755532,Bulk,Handy,<5,34357
755533,Bulk,Handy,<5,34438
755542,Bulk,Handy,<5,34426
755544,Bulk,Handy,<5,34399
755557,Bulk,Handy,<5,34386
755567,Bulk,Handy,<5,34403
755593,Bulk,Handy,<5,34296
755597,Bulk,Handy,<5,34409
755601,Bulk,Handy,<5,34428
755741,Bulk,Capesize,<5,180702
755743,Bulk,Capesize,<5,180736
755744,Bulk,Capesize,<5,180575
755754,Bulk,Capesize,<5,180391
755798,Bulk,Handymax,<5,57307
755931,Bulk,Handymax,<5,57269
755933,Bulk,Capesize,<5,180736
755942,Bulk,Handymax,<5,57700
755944,Bulk,Handymax,<5,57700
755946,Bulk,Handymax,<5,57181
755948,Bulk,Handymax,<5,57266
755949,Bulk,Handymax,<5,57369
755953,Bulk,Handymax,<5,57373
755958,Bulk,Handymax,<5,57317
755966,Bulk,Handymax,<5,57339
755970,Bulk,Handymax,<5,57275
755973,Bulk,Handymax,<5,57306
755979,Bulk,Handymax,<5,57295
755988,Bulk,Handymax,<5,57346
756047,Bulk,Handymax,<5,57367
756060,Bulk,Handymax,<5,57273
756065,Bulk,Handymax,<5,57696
756075,Bulk,Capesize,<5,181016
756084,Bulk,Capesize,<5,181258
756462,Bulk,Capesize,<5,180022
756465,Bulk,Capesize,<5,180022
756467,Bulk,Capesize,<5,179759
756621,Bulk,Capesize,<5,176890
756732,Bulk,Handymax,<5,57809
756739,Bulk,Capesize,<5,180055
756760,Bulk,Handymax,<5,57809
756766,Bulk,Handymax,<5,57809
756771,Bulk,Handymax,<5,57809
756775,Bulk,Handymax,<5,57802
756776,Bulk,Handymax,<5,57809
756779,Bulk,Handymax,<5,57809
756784,Bulk,Handymax,<5,57809
756787,Bulk,Handymax,<5,57809
756803,Bulk,Handymax,<5,57809
756804,Bulk,Capesize,<5,206565
756805,Bulk,Handymax,<5,57775
756806,Bulk,Handymax,<5,57825
756808,Bulk,Capesize,<5,180096
756810,Bulk,Capesize,<5,180091
756811,Bulk,Handymax,<5,57809
756812,Bulk,Capesize,<5,180079
756813,Bulk,Capesize,<5,180100
756814,Bulk,Handymax,<5,57809
756815,Bulk,Capesize,<5,180082
756820,Bulk,Handymax,<5,57809
756823,Bulk,Handymax,<5,57809
756824,Bulk,Handymax,<5,57809
756839,Bulk,Capesize,<5,175861
756849,Bulk,Capesize,<5,175820
756853,Bulk,Capesize,<5,175837
756858,Bulk,Capesize,<5,175853
756957,Bulk,Handy,<5,29263
757210,Bulk,Capesize,<5,176827
757213,Bulk,Panamax,<5,76529
757217,Bulk,Panamax,<5,76596
757220,Bulk,Panamax,<5,76596
757222,Bulk,Panamax,<5,76302
757227,Bulk,Panamax,<5,76636
757230,Bulk,Panamax,<5,88083
757364,Bulk,Panamax,<5,61344
757376,Bulk,Panamax,<5,61645
757381,Bulk,Panamax,<5,61611
757383,Bulk,Panamax,<5,61611
757448,Bulk,Handy,<5,38000
757979,Bulk,Handy,<5,37600
757990,Bulk,Handymax,<5,58701
757993,Bulk,Capesize,<5,169232
757997,Bulk,Capesize,<5,169332
757999,Bulk,Capesize,<5,179873
758339,Bulk,Handymax,<5,58730
758343,Bulk,Handymax,<5,58735
758347,Bulk,Handymax,<5,58600
758350,Bulk,Handymax,<5,58760
758352,Bulk,Handymax,<5,58600
758357,Bulk,Panamax,<5,82687
758359,Bulk,Handymax,<5,58749
758360,Bulk,Handymax,<5,58732
758361,Bulk,Handymax,<5,58707
758362,Bulk,Handymax,<5,58743
758363,Bulk,Handymax,<5,58693
758370,Bulk,Handy,<5,30000
758371,Bulk,Handy,<5,30000
758521,Bulk,Handymax,<5,53413
759252,Bulk,Panamax,<5,75500
759254,Bulk,Panamax,<5,75354
759271,Bulk,Panamax,<5,82509
759296,Bulk,Panamax,<5,92274
759297,Bulk,Panamax,<5,71460
759299,Bulk,Panamax,<5,72863
759733,Bulk,Panamax,<5,93271
759734,Bulk,Panamax,<5,93251
759906,Bulk,Handymax,<5,58679
759912,Bulk,Handymax,<5,58729
759947,Bulk,Handy,<5,30130
761080,Bulk,Capesize,<5,203027
761121,Bulk,Handymax,<5,56968
761122,Bulk,Handymax,<5,56953
761124,Bulk,Handymax,<5,56897
761126,Bulk,Handymax,<5,56934
761130,Bulk,Handymax,<5,56823
761421,Bulk,Handymax,<5,56930
761422,Bulk,Capesize,<5,180141
761426,Bulk,Handymax,<5,57000
761434,Bulk,Handymax,<5,56784
761443,Bulk,Handymax,<5,56732
761445,Bulk,Handymax,<5,56758
761446,Bulk,Handymax,<5,56835
761449,Bulk,Handymax,<5,56838
761452,Bulk,Handymax,<5,56563
761455,Bulk,Handymax,<5,56868
761457,Bulk,Handymax,<5,56770
761459,Bulk,Handymax,<5,56859
761542,Bulk,Panamax,<5,87431
761544,Bulk,Panamax,<5,87447
761584,Bulk,Capesize,<5,180786
761591,Bulk,Panamax,<5,80705
761605,Bulk,Handymax,<5,57075
761609,Bulk,Handymax,<5,57000
761612,Bulk,Handymax,<5,56847
761613,Bulk,Handymax,<5,57001
761614,Bulk,Handymax,<5,56956
761617,Bulk,Handymax,<5,57000
761622,Bulk,Handy,<5,22000
761699,Bulk,Handymax,<5,56942
761700,Bulk,Handymax,<5,56971
761705,Bulk,Handymax,<5,56971
762287,Bulk,Handymax,<5,53450
762296,Bulk,Handymax,<5,53549
762311,Bulk,Panamax,<5,76636
762315,Bulk,Panamax,<5,76596
762317,Bulk,Panamax,<5,76565
762322,Bulk,Capesize,<5,179283
762324,Bulk,Capesize,<5,179294
762334,Bulk,Panamax,<5,76619
762336,Bulk,Panamax,<5,76554
762339,Bulk,Handy,<5,28343
762340,Bulk,Handy,<5,28343
762341,Bulk,Handy,<5,28361
762342,Bulk,Handy,<5,28354
762344,Bulk,Handymax,<5,56920
762347,Bulk,Handymax,<5,56928
762350,Bulk,Handymax,<5,56913
762353,Bulk,Handymax,<5,56887
762364,Bulk,Handy,<5,33856
762459,Bulk,Handymax,<5,58000
762507,Bulk,Handymax,<5,56898
762519,Bulk,Handymax,<5,56719
762520,Bulk,Handy,<5,28397
762522,Bulk,Handy,<5,28429
762527,Bulk,Handymax,<5,56956
762530,Bulk,Handymax,<5,56925
762531,Bulk,Handy,<5,28341
762533,Bulk,Handy,<5,28342
762640,Bulk,Handymax,<5,56965
762642,Bulk,Handymax,<5,56819
762646,Bulk,Handymax,<5,57050
762651,Bulk,Handymax,<5,56957
762658,Bulk,Handymax,<5,57005
762660,Bulk,Handymax,<5,57000
762664,Bulk,Capesize,<5,179719
762666,Bulk,Capesize,<5,179719
762684,Bulk,Handy,<5,20036
762866,Bulk,Capesize,<5,179250
762869,Bulk,Capesize,<5,179147
762878,Container,New panamax,<5,13092
762881,Container,New panamax,<5,13092
763063,Bulk,Handy,<5,28358
763068,Bulk,Handy,<5,28766
763072,Bulk,Handy,<5,28455
763076,Bulk,Handy,<5,28742
763080,Bulk,Handy,<5,28734
763091,Bulk,Panamax,<5,93318
763096,Bulk,Handy,<5,33143
763100,Bulk,Handy,<5,33132
763105,Bulk,Handy,<5,33124
763143,Bulk,Capesize,<5,175508
763904,Bulk,Capesize,<5,180727
763906,Bulk,Capesize,<5,180491
763908,Bulk,Capesize,<5,180585
763936,Bulk,Panamax,<5,80717
763955,Bulk,Panamax,<5,92018
844422,Bulk,Panamax,<5,76483
844435,Bulk,Panamax,<5,61414
844547,Bulk,Panamax,<5,61360
846447,Bulk,Panamax,<5,61414
846465,Bulk,Panamax,<5,61683
846528,Bulk,Panamax,<5,76334
846569,Bulk,Panamax,<5,76347
846580,Bulk,Panamax,<5,76457
846585,Bulk,Panamax,<5,76424
847165,Bulk,Panamax,<5,92266
847200,Bulk,Handymax,<5,50448
847213,Bulk,Handymax,<5,51703
847240,Bulk,Handymax,<5,50633
847249,Bulk,Handymax,<5,50714
892421,Bulk,Panamax,<5,80679
914672,Container,New panamax,<5,12562
1065809,Bulk,Handymax,<5,55733
1066218,Bulk,Handymax,<5,55733
1066444,Bulk,Handymax,<5,55818
1066581,Bulk,Handymax,<5,55771
1067514,Bulk,Handymax,<5,55771
1068574,Bulk,Capesize,<5,169138
1068576,Bulk,Capesize,<5,169126
1068580,Bulk,Capesize,<5,169233
1068582,Bulk,Capesize,<5,169092
1068585,Bulk,Capesize,<5,169291
1068587,Bulk,Capesize,<5,169263
1068589,Bulk,Capesize,<5,179797
1068590,Bulk,Capesize,<5,179843
1068656,Bulk,Capesize,<5,180010
1068662,Bulk,Capesize,<5,180132
1068677,Bulk,Capesize,<5,175264
1070043,Bulk,Handymax,<5,56819
1070044,Bulk,Handymax,<5,56686
1107031,Bulk,Handymax,<5,56854
1107306,Bulk,Panamax,<5,93115
1107365,Bulk,Panamax,<5,93112
1113069,Bulk,Small,<5,4500
1181980,Bulk,Handy,<5,33303
1182595,Bulk,Capesize,<5,174992
1193917,Bulk,Panamax,<5,79677
1193918,Bulk,Panamax,<5,79649
1194269,Bulk,Capesize,<5,114841
1194401,Bulk,Capesize,<5,114753
1194530,Bulk,Capesize,<5,114861
1271698,Bulk,Handymax,<5,57000
1272228,Bulk,Handymax,<5,56742
1272336,Bulk,Handymax,<5,56726
1308446,Bulk,Handymax,<5,56988
1308585,Bulk,Handymax,<5,56899
1310156,Bulk,Capesize,<5,180154
1349267,Bulk,Handymax,<5,58609
1350393,Bulk,Handymax,<5,58802
1350568,Bulk,Handymax,<5,58608
1350726,Bulk,Handymax,<5,58609
1350727,Bulk,Handymax,<5,58502
1352896,Bulk,Handymax,<5,58487
1352898,Bulk,Handymax,<5,58814
1365920,Bulk,Handymax,<5,53100
1366322,Bulk,Handymax,<5,53100
1366438,Bulk,Handymax,<5,53100
1366439,Bulk,Handymax,<5,53100
1366554,Bulk,Handymax,<5,53100
1402535,Bulk,Panamax,<5,80700
1402537,Bulk,Panamax,<5,80686
1402654,Bulk,Panamax,<5,81700
1404672,Bulk,Panamax,<5,80443
1404673,Bulk,Panamax,<5,80469
1404674,Bulk,Panamax,<5,80533
1405219,Bulk,Handymax,<5,55389
1405864,Bulk,Handymax,<5,55304
1405865,Bulk,Capesize,<5,180745
1405959,Bulk,Handymax,<5,55437
1453875,Bulk,Handy,<5,33671
1453876,Bulk,Handy,<5,33762
1455819,Bulk,Handy,<5,33755
1455820,Bulk,Handy,<5,33757
1456127,Bulk,Handy,<5,33755
1457405,Bulk,Handy,<5,33717
1457586,Bulk,Handy,<5,33693
1457587,Bulk,Handy,<5,33755
1457737,Bulk,Handy,<5,33716
1457929,Bulk,Handy,<5,33687
1457930,Bulk,Handy,<5,33694
1458110,Bulk,Handy,<5,33716
1458111,Bulk,Handy,<5,33683
1458858,Bulk,Handy,<5,33500
1459362,Bulk,Handy,<5,33500
1607387,Bulk,Handymax,<5,57255
1607388,Bulk,Handymax,<5,57255
1607389,Bulk,Handymax,<5,57282
1634362,Bulk,Handy,<5,12898
1715984,Container,Ultra Large Container Vessel,<5,16020
1722963,Container,New panamax,<5,14036
1725554,Bulk,Capesize,<5,179362
1725749,Bulk,Capesize,<5,179362
1725970,Container,New panamax,<5,13092
1725971,Container,New panamax,<5,13092
1725974,Container,New panamax,<5,13092
1726379,Bulk,Handy,<5,36830
1739527,Bulk,Panamax,<5,80647
1912672,Bulk,Panamax,<5,88159
1913260,Bulk,Handy,<5,28725
1913261,Bulk,Handy,<5,28449
1913262,Bulk,Handy,<5,28306
1913263,Bulk,Handy,<5,28306
1913405,Bulk,Capesize,<5,180274
1913535,Bulk,Capesize,<5,180274
1938915,Bulk,Panamax,<5,82206
1939072,Bulk,Panamax,<5,82171
1939074,Bulk,Panamax,<5,82071
1941433,Bulk,Handy,<5,33174
1941631,Bulk,Handy,<5,33145
1941633,Bulk,Handy,<5,32155
1941823,Bulk,Handy,<5,31871
1942143,Bulk,Handy,<5,31877
1942487,Bulk,Handy,<5,35065
1955727,Bulk,Handy,<5,37000
1955729,Bulk,Handy,<5,37218
2216911,Bulk,Capesize,<5,169237
2323777,Container,New panamax,<5,14036
2324604,Container,New panamax,<5,14036
2325714,Container,New panamax,<5,13050
2325715,Container,New panamax,<5,13050
2356582,Bulk,Capesize,<5,179147
2398148,Bulk,Panamax,<5,75200
2398370,Bulk,Panamax,<5,75200
2398371,Bulk,Panamax,<5,75003
2398372,Bulk,Panamax,<5,75012
2527008,Bulk,Small,<5,7300
2714727,Bulk,Handymax,<5,55848
2715904,Bulk,Panamax,<5,75639
2716110,Bulk,Panamax,<5,76000
2739659,Bulk,Capesize,<5,115488
2739660,Bulk,Panamax,<5,75633
2739898,Bulk,Panamax,<5,76000
2739899,Bulk,Panamax,<5,76000
2739900,Bulk,Capesize,<5,115444
2740127,Bulk,Capesize,<5,115429
2740128,Bulk,Panamax,<5,76000
2740333,Bulk,Panamax,<5,93407
2765565,Bulk,Capesize,<5,181458
2773027,Bulk,Capesize,<5,175800
2773029,Bulk,Capesize,<5,175153
2773030,Bulk,Capesize,<5,176000
2773244,Bulk,Capesize,<5,176000
2878453,Bulk,Panamax,<5,83486
2881121,Bulk,Panamax,<5,80677
2881314,Bulk,Panamax,<5,80677
2881420,Bulk,Panamax,<5,80650
2881496,Bulk,Panamax,<5,80650
2881670,Bulk,Panamax,<5,80306
2897840,Bulk,Panamax,<5,80306
2898639,Bulk,Capesize,<5,169031
2898640,Bulk,Capesize,<5,169059
2898641,Bulk,Panamax,<5,91827
2898825,Bulk,Panamax,<5,91807
2900827,Bulk,Handy,<5,32544
2900843,Bulk,Handy,<5,33345
2901430,Bulk,Handy,<5,33345
2901431,Bulk,Handy,<5,32922
2901432,Bulk,Handy,<5,33345
2902300,Bulk,Handy,<5,32949
2902301,Bulk,Handy,<5,32975
2902303,Bulk,Handy,<5,32453
3374545,Bulk,Unspecified,<5,
3414693,Bulk,Handymax,<5,53514
3414694,Bulk,Handymax,<5,53452
3414695,Bulk,Handymax,<5,53491
3414696,Bulk,Handymax,<5,53549
3510082,Bulk,Handy,<5,33108
3510348,Bulk,Handy,<5,33144
3510349,Bulk,Handy,<5,33144
3510350,Bulk,Handy,<5,33144
3549261,Bulk,Handy,<5,31775
3550668,Bulk,Handy,<5,31853
3551898,Bulk,Handy,<5,31830
3576917,Bulk,Panamax,<5,87376
3608211,Bulk,Panamax,<5,61470
3691623,Bulk,Handymax,<5,57099
3691850,Bulk,Handymax,<5,57369
3692085,Bulk,Handymax,<5,57423
3692087,Bulk,Handymax,<5,57347
3692089,Bulk,Handymax,<5,57408
3742486,Bulk,Panamax,<5,83027
3743143,Bulk,Handy,<5,33171
3744412,Bulk,Handy,<5,26307
3748996,Bulk,Capesize,<5,181255
3749362,Bulk,Capesize,<5,181500
3811462,Bulk,Handymax,<5,57795
3811463,Bulk,Handy,<5,21230
3811680,Bulk,Handymax,<5,57000
3811920,Bulk,Handymax,<5,57000
3886253,Bulk,Handymax,<5,56894
3974832,Bulk,Handy,<5,28202
3974833,Bulk,Handy,<5,28219
3976499,Bulk,Handy,<5,28183
3976748,Bulk,Handy,<5,28221
3996094,Bulk,Capesize,<5,180406
3996095,Bulk,Capesize,<5,180402
3996409,Bulk,Capesize,<5,180157
4002136,Bulk,Handy,<5,25065
4002857,Bulk,Handy,<5,25065
4047365,Bulk,Handymax,<5,55639
4051443,Bulk,Handy,<5,24959
4052195,Bulk,Handy,<5,25065
4052519,Bulk,Handy,<5,21118
4075621,Bulk,Handymax,<5,56300
4075622,Bulk,Handymax,<5,55762
4076912,Bulk,Handy,<5,32252
4081383,Bulk,Handy,<5,30206
4082245,Bulk,Handy,<5,29124
4084314,Bulk,Handy,<5,25019
4084315,Bulk,Handy,<5,25011
4085622,Bulk,Small,<5,7365
4086154,Bulk,Small,<5,7433
4086156,Bulk,Small,<5,8108
4086157,Bulk,Small,<5,8108
4152779,Bulk,Small,<5,8100
4162261,Bulk,Handy,<5,38069
4162434,Bulk,Handy,<5,38061
4182801,Bulk,Panamax,<5,88800
4183314,Bulk,Panamax,<5,75200
4183315,Bulk,Panamax,<5,75200
4183543,Bulk,Panamax,<5,75200
4184562,Bulk,Handy,<5,30688
4184786,Bulk,Handy,<5,29800
4185734,Bulk,Panamax,<5,93647
4186180,Bulk,Panamax,<5,93721
4186653,Bulk,Panamax,<5,93664
4186875,Bulk,Panamax,<5,93671
4187554,Bulk,Handy,<5,37300
4231163,Bulk,Handy,<5,34604
4232310,Bulk,Panamax,<5,93247
4232636,Bulk,Panamax,<5,92500
4236557,Bulk,Handymax,<5,53631
4238672,Bulk,Handymax,<5,57334
4238853,Bulk,Handymax,<5,56942
4240488,Bulk,Small,<5,7300
4240492,Bulk,Small,<5,7300
4348313,Bulk,Handymax,<5,55733
4502471,Bulk,Small,<5,7386
4508318,Bulk,Panamax,<5,79754
4561435,Bulk,Handy,<5,37302
4562596,Bulk,Handy,<5,37152
4563711,Bulk,Capesize,<5,179147
4565193,Bulk,Capesize,<5,179147
4655110,Bulk,Handy,<5,35896
4705935,Bulk,Handymax,<5,56396
4705936,Bulk,Handymax,<5,56928
4706088,Bulk,Handymax,<5,56969
4721347,Bulk,Handymax,<5,57959
4721556,Bulk,Handymax,<5,57959
4721931,Bulk,Handymax,<5,58096
4722143,Bulk,Handymax,<5,58168
4723082,Bulk,Handy,<5,23127
4723222,Bulk,Panamax,<5,92803
4723625,Bulk,Panamax,<5,92997
4723777,Bulk,Panamax,<5,93015
4723778,Bulk,Panamax,<5,93028
4723779,Bulk,Panamax,<5,92842
5933562,Bulk,Handy,<5,28367
5933563,Bulk,Handy,<5,28367
6009911,Bulk,Panamax,<5,75700
6010165,Bulk,Panamax,<5,75700
6282968,Bulk,Small,<5,8818
6582136,Bulk,Capesize,<5,177979
7006845,Container,Unspecified,5-10,
7172273,Bulk,Handy,<5,34000
7796982,Bulk,Capesize,<5,176944
7796983,Bulk,Capesize,<5,174713
7796985,Bulk,Capesize,<5,174845
7796988,Bulk,Capesize,<5,174810
7804666,Bulk,Handy,<5,28343
7862502,Bulk,Panamax,<5,82099
7862503,Bulk,Panamax,<5,82099
7863123,Bulk,Panamax,<5,82265
7863124,Bulk,Panamax,<5,82265
7863650,Bulk,Panamax,<5,82188
7863939,Bulk,Panamax,<5,82224
7875004,Bulk,Handy,<5,33179
7875513,Bulk,Handy,<5,29567
8083228,Bulk,Handy,<5,31639
8269368,Bulk,Small,<5,7386
8307450,Container,Feeder,<5,1036
8307452,Container,Feeder,<5,1036
8618164,Bulk,Handy,<5,36892
8618165,Bulk,Handy,<5,36800
8890560,Bulk,Handy,<5,38206
8919096,Bulk,Handy,<5,10068
8919097,Bulk,Handy,<5,10071
8919857,Bulk,Panamax,<5,79200
8919859,Bulk,Panamax,<5,78992
8925392,Bulk,Handy,<5,34000
8925566,Bulk,Panamax,<5,80337
8986052,Bulk,Panamax,<5,92762
9052567,Bulk,Handymax,<5,55621
9142986,Bulk,Small,<5,5082
9202247,Container,Unspecified,5-10,
9277211,Bulk,Panamax,<5,80328
9492150,Container,Unspecified,<5,
9607846,Bulk,Small,<5,4631
9685634,Bulk,Small,<5,2940
