id,name,country,lat,long,usedstart,usedend
1742,Calabar,NGA,4.9667,8.3167,11772,296
1744,Ogdensburg,USA,44.7028,-75.4925,11785,4012
1747,Khor Fakkan,ARE,25.35,56.3667,11791,445
1749,San Nicolas(PER),PER,-15.2333,-75.2333,11855,10967
1752,Takehara,JPN,34.3167,132.9167,11860,2697
1755,Punta Barima,VEN,8.6,-60.4167,11869,3668
1765,River Orinoco,VEN,,,11870,297
1766,Taft,USA,29.9833,-90.4167,no,22755
1767,Hopewell,USA,37.3,-77.2833,11871,5584
1779,Kilroot,GBR,54.7259,-5.7517,11879,1767
1781,Cape Town,ZAF,-33.9167,18.4333,11883,51
1782,Cebu,PHL,10.3225,123.9236,11983,239
1784,San Nicolas,,,,no,14633
1786,Tangier,MAR,35.7847,-5.8039,12022,299
1791,Port Hedland,AUS,-20.3156,118.5823,12028,447
1796,San Nicolas(ARG),ARG,-33.3314,-60.2225,12122,52
1800,Lyme Bay,GBR,,,12154,6830
1802,Paramaribo,SUR,5.8333,-55.1667,12163,300
1803,St. Eustatius,BES,17.498,-62.9975,12184,130
1807,Suda Bay,GRC,35.4833,24.05,12233,no
1808,Iraq,IRQ,,,12234,1110
1815,Marigot,GLP,18.0667,-63.1,12243,7018
1816,Nelson(NZL),NZL,-41.2667,173.3167,12245,2809
1817,Conakry,GIN,9.5131,-13.7147,12262,302
1821,Oxelosund,SWE,58.6625,17.1195,12304,732
1822,Stralsund,DEU,54.3167,13.1,12318,1276
1823,Cuxhaven,DEU,53.8667,8.7,12324,11181
1824,Puerto Sandino,NIC,12.1833,-86.7833,12333,39535
1826,Pasajes,ESP,43.3209,-1.9206,12335,4362
1828,Le Havre,FRA,49.4866,0.1352,12347,1219
1831,Tees,GBR,54.5939,-1.1678,12440,170
1832,Mariupol,UKR,47.055,37.5028,12472,1111
1834,Tolu,COL,9.493,-75.5952,12489,13149
1838,Skelleftea,SWE,64.7333,20.95,12490,5
1843,Mina Saud,KWT,28.7306,48.375,12498,14037
1846,Geraldton,AUS,-28.7786,114.5897,12499,448
1847,El Dekheila,EGY,31.1311,29.7916,12570,2749
1852,Kalaeloa,USA,21.3261,-158.1119,12616,1307
1857,San Diego,USA,32.7053,-117.1377,12635,1308
1859,Pakistan,PAK,,,12647,1112
1860,Cheboygan,USA,45.6466,-84.4753,12648,4013
1867,Leer,DEU,53.2167,7.45,12651,40620
1868,Lorient,FRA,47.75,-3.3667,12652,7020
1872,Yokkaichi,JPN,34.9644,136.6383,12661,26
1876,Sunk Anch.,GBR,51.85,1.5833,12728,5320
1878,Hodeidah,YEM,14.7833,42.95,12731,897
1882,Shimotsu,JPN,34.1167,135.1333,12752,8709
1886,Kemi,FIN,65.7333,24.5667,12763,11540
1888,Santiago(CUB),CUB,20.0167,-75.8167,12767,1850
1891,Misurata,LBY,32.3667,15.2333,12772,2750
1897,Sidi Kerir Terminal,EGY,31.1,29.6167,12804,25237
1900,Dabo,IDN,-0.5,104.5667,12805,7239
1903,Pasir Gudang,MYS,1.4366,103.8975,12807,53
1904,Chanaral,CHL,-26.35,-70.6333,12889,18447
1907,Bodo,NOR,67.2833,14.3833,12893,2498
1908,Fiji,FJI,,,12895,29941
1912,Cotonou,BEN,6.3508,2.4231,12897,303
1916,Hull,GBR,53.7439,-0.2784,12949,171
1917,Leixoes,PRT,41.1855,-8.6952,12970,1016
1926,Yura,JPN,33.95,135.1,13022,8711
1927,Moji,JPN,33.95,130.9667,13024,3125
1932,Thevenard,AUS,-32.1469,133.6466,13069,1374
1936,Eleusis,GRC,38.0333,23.5,13084,3259
1938,Punta Morales,CRI,10,-84.9667,13099,1675
1942,Dili,TLS,-8.5333,125.5667,13101,3802
1949,Kiel,DEU,54.3167,10.1333,13104,6311
1952,Aden,YEM,12.8,44.9667,13115,451
1953,Covenas,COL,9.4167,-75.6833,13147,33598
1957,Nakskov,DNK,54.8333,11.1333,13150,8454
1960,Ardrossan(AUS),AUS,-34.4344,137.9119,13156,7842
1964,Gove,AUS,-12.188,136.6875,13160,1375
1965,Suva,FJI,-18.1347,178.427,13185,1915
1968,Lake Michigan,USA,44,-87,13204,19200
1970,El Bluff,NIC,12.0167,-83.7333,13205,2560
1972,Aioi,JPN,34.7667,134.4667,13207,9069
1975,Caen,FRA,49.1833,-0.35,13209,1220
1981,Toliary,MDG,-23.3667,43.6667,13214,13508
1984,Pozos Colorados Terminal,COL,11.15,-74.25,13216,8838
1985,Vigo,ESP,42.2361,-8.7275,13220,1221
1988,Oslo,NOR,59.9078,10.7567,13245,1277
1990,Sete,FRA,43.4,3.7,13257,54
1994,Tocopilla,CHL,-22.0833,-70.2333,13269,2069
1995,Greenock,GBR,55.9425,-4.7225,13298,1628
1997,Oran,DZA,35.7058,-0.6422,13313,859
2000,Jawa,IDN,-7.5028,111.2631,13340,41301
2008,Hibi,JPN,34.45,133.9333,13341,6006
2012,Bata,GNQ,1.8167,9.75,13350,4375
2015,Kirkwall,GBR,59,-2.9833,13370,5326
2017,Iran,IRN,,,13371,11990
2023,Levkandi,GRC,38.4167,23.6833,13372,9568
2025,Nore Anch.,GBR,51.4681,0.8167,13373,6591
2030,Rota(ESP),ESP,36.6259,-6.3339,13374,24882
2039,Panama City(USA),USA,30.1333,-85.65,13375,11620
2043,Bedi,IND,22.5528,70.0422,13378,615
2048,Supe,PER,-10.8333,-77.7333,13399,24258
2056,Rion,GRC,38.3,21.8,13400,4376
2058,Biak,IDN,-1.1667,136.0667,13403,3804
2060,Kota Baru,IDN,-3.2333,116.2333,13406,3805
2067,Bourgas,BGR,42.4952,27.4664,13414,3080
2073,Eden,AUS,-37.0673,149.9064,13433,7844
2074,Port Alma,AUS,-23.5828,150.8597,13439,7248
2075,Port Kaiser,JAM,17.8833,-77.6,13443,25546
2076,Port Arthur,USA,29.8494,-93.9603,13445,389
2085,Antsiranana,MDG,-12.2667,49.3,13506,6663
2086,Suao,TWN,24.5914,121.8594,13514,1551
2087,Kamaishi,JPN,39.2667,141.9,13539,47206
2088,Oita,JPN,33.2673,131.5111,13540,697
2094,Muskegon,USA,43.1833,-86.2333,13631,4853
2101,Barcelona,ESP,41.35,2.1667,13648,860
2102,Rize,TUR,41.0228,40.5225,13715,15048
2107,Safi,MAR,32.3,-9.25,13717,1018
2110,Kure,JPN,34.2408,132.5444,13738,5024
2111,Guam,GUM,13.4441,144.7936,13777,1116
2112,Cabedelo,BRA,-6.9717,-34.8375,13794,55
2120,Poronaysk,RUS,49.2167,143.1167,13805,44447
2121,Shimonoseki,JPN,33.9333,130.9333,13806,1376
2123,Grove Wharf,GBR,53.6053,-0.7189,13862,172
2127,Itea,GRC,38.4333,22.4167,13864,24109
2131,Cristobal,PAN,9.3525,-79.9047,13867,390
2132,Morrisburg,CAN,44.9333,-75.1833,13933,11117
2136,Morro Redondo,MEX,28.05,-115.1833,13934,2071
2138,Swinoujscie,POL,53.9167,14.25,13947,56
2140,Cilacap,IDN,-7.7333,109,13973,452
2141,Coos Bay,USA,43.3833,-124.2,13992,1552
2145,Tyne,GBR,55,-1.4333,13994,173
2147,Grande Anse,CAN,48.4,-70.8333,14018,1019
2151,Kobe,JPN,34.6886,135.2022,14019,594
2153,Three Rivers,CAN,46.3331,-72.5472,14150,1223
2155,Harlingen,NLD,53.1728,5.4142,14194,5329
2157,Doha(QAT),QAT,25.2833,51.5333,14204,1117
2158,Tagonoura,JPN,35.1411,138.7019,14221,3423
2159,Newcastle(AUS),AUS,-32.9053,151.7636,14241,57
2160,Tail of Bank,GBR,55.9786,-4.7922,14428,1768
2161,Aguilas,ESP,37.4,-1.5667,14429,10178
2166,Soma,JPN,37.8306,140.9531,14430,799
2173,Tanjung Uban,IDN,1.0667,104.2167,14440,41115
2175,Chongjin,PRK,41.7667,129.8167,no,41164
2178,Jorf Lasfar,MAR,33.1167,-8.6333,14443,1020
2179,Umm al Qaiwain,ARE,25.5833,55.5833,14478,10798
2183,Erie,USA,42.1667,-80.0833,14482,2206
2189,Aracaju,BRA,-10.9261,-37.0472,14489,58
2190,Cuba,CUB,,,14501,6530
2191,Tanjung Sekong,IDN,-5.9167,106,14507,454
2194,Gros Cacouna,CAN,47.935,-69.5139,14513,9141
2200,Tema,GHA,5.6295,0.0094,14515,304
2201,Cagayan de Oro,PHL,8.4833,124.65,14582,6680
2202,Ile Parisienne,CAN,46.645,-84.7239,14586,2207
2203,Dar es Salaam Anch.,TZA,-6.7775,39.3469,14619,899
2204,Lazaro Cardenas,MEX,17.9167,-102.1833,14624,1311
2205,Termini Imerese,ITA,37.9833,13.7,14667,47988
2206,Boma,COD,-5.85,13.05,14668,305
2207,Fortaleza,BRA,-3.7544,-38.5125,14672,59
2208,Noro,SLB,-8.2167,157.2,14716,7851
2211,Koge,DNK,55.45,12.2,14720,11623
2213,Anchorage,USA,61.2253,-149.8894,14722,16993
2215,Okpo,KOR,34.8745,128.7039,14725,3247
2217,Detroit,USA,42.3333,-83.0333,14733,2208
2218,Odda,NOR,60.0667,6.55,14781,10800
2219,Miri,MYS,4.4022,113.9972,14788,5847
2220,Maracaibo,VEN,10.6414,-71.605,14797,1246
2225,Detroit River,USA,,,14861,4018
2230,Yingkou,CHN,40.6833,122.2333,14881,762
2235,Puerto Barrios,GTM,15.7278,-88.5991,14999,3673
2239,Haugesund,NOR,59.4131,5.2695,15009,986
2241,Poti,GEO,42.1519,41.6578,15043,3081
2245,Plumper Sound,CAN,48.7667,-123.2,15067,37524
2248,Felixstowe,GBR,51.9564,1.3119,15068,174
2249,Riga,LVA,56.9519,24.0844,15108,175
2253,Tees Bay,GBR,54.6792,-1.0486,15167,176
2254,Umea,SWE,63.7,20.35,15169,11628
2260,Soyo,AGO,-6.12,12.2823,15173,16172
2266,Lome,TGO,6.1408,1.2872,15174,306
2272,Nome,USA,64.5167,-165.4167,15221,37862
2275,Cork,IRL,51.8991,-8.4664,15222,258
2277,Devonport(AUS),AUS,-41.1759,146.3511,15245,13075
2278,Apia,WSM,-13.8184,-171.7556,15248,13190
2279,Kake,USA,56.9167,-133.8667,15251,8230
2281,Pensacola,USA,30.4167,-87.2167,15252,5669
2287,Port Mellon,CAN,49.5167,-123.4833,15256,1554
2289,Sluiskil,NLD,51.3,3.8333,15257,177
2291,Ponta do Ubu,BRA,-20.7833,-40.5833,15263,60
2295,Gizo,SLB,-8.0833,156.8667,no,39332
2296,Convent,USA,30.0167,-90.8333,15301,131
2297,Teignmouth,GBR,50.55,-3.5,15329,17859
2298,Hartlepool,GBR,54.6964,-1.195,15330,178
2299,Hoganas,SWE,56.2,12.55,15342,11630
2301,Pula,HRV,44.8833,13.8333,15343,no
2302,Longkou,CHN,37.6608,120.3178,15344,595
2304,Dampier,AUS,-20.6831,116.6858,15428,960
2307,Onne,NGA,4.693,7.1575,15526,307
2309,Bari,ITA,41.1275,16.8678,15555,4397
2313,Kalimantan,IDN,,,15570,5730
2322,Hornafjordur,ISL,,,15574,8689
2324,Rio Bueno,JAM,18.4667,-77.45,15575,13888
2331,Houston,USA,29.75,-95.3333,15577,308
2334,Magadan,RUS,59.6333,150.8333,15711,5089
2335,New London,USA,41.4,-72.1,15714,3231
2337,Gisborne,NZL,-38.6833,178.0333,15719,458
2340,Hualien,TWN,23.9977,121.635,15729,3425
2346,Djibouti,DJI,11.5333,43.15,15765,459
2354,Strait of Hormuz,,,,15809,61
2355,Kalundborg,DNK,55.6786,11.0897,15906,11631
2360,Alliance,USA,29.6667,-89.9667,15913,24266
2363,Providenciales,TCA,21.7333,-72.2833,15921,22261
2366,Adabiya,EGY,29.8667,32.4667,15922,902
2367,Lake Maracaibo,VEN,10.4533,-71.5575,15938,3675
2369,Papeete,PYF,-17.5333,-149.5833,15939,7273
2375,Guangzhou,CHN,23.1,113.2333,15945,62
2379,La Goulette,TUN,36.8167,10.3,16057,4399
2381,Steinkjer,NOR,64.0167,11.5,16076,11632
2383,Trabzon,TUR,41,39.75,16077,10186
2385,Antalya,TUR,36.8352,30.6039,16084,2752
2388,Las Palmas,CNI,28.1331,-15.432,16107,63
2394,Setubal,PRT,38.5198,-8.8778,16322,310
2399,Mosjoen,NOR,65.8333,13.1833,16353,179
2400,Torre Annunziata,ITA,40.7553,14.4494,16360,18159
2403,Gadani Beach,PAK,25.1,66.7167,no,11805
2408,Wyndham,AUS,-15.4519,128.1031,16362,3809
2411,Ornskoldsvik,SWE,63.2667,18.7167,16369,33347
2414,Radicatel,FRA,49.4167,0.4833,16370,1631
2415,Kinuura,JPN,34.8698,136.9389,16374,688
2416,Holtenau,DEU,54.3667,10.15,16452,11634
2417,Hachinohe,JPN,40.5333,141.5333,16455,698
2420,Kuala Tanjung,IDN,3.35,99.4833,16503,2586
2434,Indiana Harbour,USA,41.6667,-87.5,16513,4019
2437,Heianza,JPN,26.35,127.95,16530,14298
2441,Kherson,UKR,46.6339,32.6128,16532,17542
2445,Jakarta,IDN,-6.1086,106.8889,16535,27
2446,Becancour,CAN,46.398,-72.3775,16636,2412
2455,New Caledonia,NCL,,,16658,8
2460,Port Alberni,CAN,49.2506,-124.8069,16681,10982
2461,Port Cartier,CAN,50.0344,-66.7852,16684,180
2462,Stewart(CAN),CAN,55.9167,-130,16747,2080
2471,Vaksdal,NOR,60.4833,5.75,16755,11636
2472,Preveza,GRC,38.95,20.75,16756,4404
2474,Senzaki,JPN,34.4,131.2,16759,13822
2483,Drammen,NOR,59.7355,10.2339,16760,11239
2484,Bonaire,BES,12.1823,-68.2503,16778,13890
2487,Castellon,ESP,39.9742,0.0225,16780,861
2489,Timaru,NZL,-44.3833,171.25,16807,1122
2490,Maaloy,NOR,61.9167,5.1167,16820,3317
2491,Pointe Noire(COG),COG,-4.7833,11.8333,16823,311
2494,Great Yarmouth,GBR,52.6,1.7333,16873,1227
2498,Curacao,CUW,,,16879,228
2502,Hobart,AUS,-42.88,147.3347,16922,6400
2503,Honolulu,USA,21.3058,-157.8611,16936,1678
2506,Bushire,IRN,28.9833,50.8333,16963,1124
2508,Donghae,KOR,37.5136,129.1203,16975,802
2512,Puntarenas,CRI,9.9833,-84.85,17053,9210
2513,Paradero,VEN,8.4,-62.6333,17058,15560
2515,Morocco,MAR,,,17059,4407
2516,Imbituba,BRA,-28.2336,-48.6528,17067,64
2517,Bizerta,TUN,37.2667,9.8833,17088,4408
2531,Esbjerg,DNK,55.4734,8.4311,17105,5339
2533,Isabela(PHL),PHL,6.7,121.9667,17118,7286
2536,Surigao,PHL,9.7833,125.5,17119,7287
2539,Tomakomai,JPN,42.6333,141.6333,17130,699
2542,Tripoli,,,,17201,2753
2543,Nunukan,IDN,4.0833,117.6167,17213,19353
2549,Qingdao,CHN,36.0897,120.325,17214,465
2551,Kalymnos,GRC,36.95,26.9833,17412,10192
2552,Cap Haitien,HTI,19.7667,-72.2,17413,11
2558,Chacabuco,CHL,-45.4667,-72.8333,17421,3042
2559,Varberg,SWE,57.1,12.25,17426,11640
2561,Hampton Roads,USA,36.9667,-76.3667,17428,181
2565,Papenburg,DEU,53.0833,7.3833,17439,5340
2567,Point Lisas,TTO,10.4042,-61.49,17440,1
2574,Bengkulu,IDN,-3.7833,102.25,17500,7290
2581,Istanbul,TUR,41.0039,28.9597,17514,2314
2594,Philadelphia,USA,39.9039,-75.1425,17626,1858
2595,Texada Is.,CAN,49.7,-124.55,17658,22196
2598,Tampico,MEX,22.2133,-97.8461,17662,4414
2599,Laayoune,ESH,27.0833,-13.4333,17692,1026
2605,Bangkok,THA,13.7,100.5667,17702,466
2606,Fushiki,JPN,36.7833,137.05,17735,29952
2611,Everton,GUY,6.1833,-57.5167,17736,1859
2613,Dover Strait,GBR,,,17740,182
2615,Zelenika,MTG,42.4497,18.5734,18131,34083
2616,Marsa el Brega,LBY,30.4167,19.5833,18132,16062
2617,Rosario,ARG,-32.9553,-60.635,18136,312
2623,Vestmannaeyjar,ISL,63.4333,-20.2667,18202,260
2625,Ishinomaki,JPN,38.4206,141.2767,18204,6785
2626,Tarawa Atoll,KIR,1.35,172.9167,18232,13193
2631,Port of Spain,TTO,10.6525,-61.517,18233,1249
2634,Dortyol,TUR,36.8286,36.1786,18303,2927
2639,Mamonal,COL,10.3273,-75.5092,18325,65
2649,Ymuiden,NLD,52.4608,4.6006,18348,183
2650,Santa Panagia,ITA,37.1092,15.2583,18371,4421
2653,Coatzacoalcos,MEX,18.1186,-94.3994,18372,1028
2654,Reydharfjordur,ISL,65.0333,-14.2167,18413,184
2657,St. Rose,USA,29.9597,-90.3058,18421,5597
2664,San Antonio(CHL),CHL,-33.6,-71.6167,18431,66
2677,Miyazu,JPN,35.5833,135.2167,18479,16664
2683,Guayanilla,PRI,17.9989,-66.7514,18480,3679
2685,Augusta,ITA,37.2259,15.1889,18483,4423
2686,General San Martin,PER,-13.8333,-76.2667,18512,1312
2688,Beirut,LBN,33.9,35.5167,18519,1029
2690,Garrucha,ESP,37.1667,-1.8333,18556,4425
2692,Coronel,CHL,-37.0333,-73.1667,18561,1681
2696,Duke Point,CAN,49.1667,-123.9,18596,14168
2698,Mackay,AUS,-21.1078,149.2175,18597,7295
2703,Petropavlovsk-Kamchatskiy,RUS,53.0167,158.6333,18618,5093
2708,Hamriyah Terminal,ARE,25.5667,55.4,18622,15835
2709,La Skhira,TUN,34.2333,10.0667,18623,26575
2711,San Antonio Este,ARG,-40.817,-64.7519,18624,67
2712,Marshall Islands,MHL,,,18627,1917
2714,Civitavecchia,ITA,42.0997,11.79,18628,149
2715,Vancouver(USA),USA,45.6333,-122.6667,18653,700
2719,Skaramanga,GRC,38,23.5833,18717,1031
2720,Pointe Noire(CAN),CAN,50.1517,-66.4725,18725,17879
2722,Turkey,TUR,,,18727,13089
2726,Mangalia,ROM,43.8167,28.5833,18728,4427
2729,Buenos Aires,ARG,-34.5902,-58.3775,18733,68
2732,Nha Trang,VNM,12.2667,109.1833,18764,7298
2733,Cartagena(COL),COL,10.4011,-75.5225,18769,69
2743,Point Comfort,USA,28.6333,-96.5667,18853,4430
2744,Southwold Anch.,GBR,52.3333,1.6833,18875,3323
2753,Isle of Grain,GBR,51.4333,0.7,18879,3324
2754,Plymouth,GBR,50.367,-4.1223,18894,17885
2756,Copenhagen,DNK,55.7,12.6167,18899,1279
2759,Pulau Bunyu,IDN,3.4167,117.95,18928,4891
2760,Pulau Batam,IDN,1.1333,103.9167,18935,4843
2762,Aalborg,DNK,57.0469,9.9366,18945,1280
2764,Saldanha Bay,ZAF,-33.0003,18.0033,18958,313
2766,Biringkassi,IDN,-4.8167,119.5,19027,467
2771,Lattakia,SYR,35.5167,35.7667,19030,2757
2772,Mariveles,PHL,14.4167,120.5,19056,10621
2773,Balao Terminal,ECU,1.0333,-79.7333,19069,7869
2775,Rio Grande(BRA),BRA,-32.1667,-52.0833,19071,70
2777,Kemaman,MYS,4.2594,103.4633,19169,962
2778,Windsor(CAN),CAN,42.3167,-83.05,19187,1996
2779,Palermo,ITA,38.132,13.3611,19255,4434
2781,Rio Grande(ARG),ARG,-53.7925,-67.7044,19263,18453
2782,Port Everglades,USA,26.0986,-80.122,19264,12
2785,Balchik,BGR,43.3833,28.1833,19328,17547
2787,Playa del Carmen,MEX,20.6167,-87.0667,19329,2236
2789,Tarakan,IDN,3.2833,117.6,19346,3135
2790,Sual,PHL,16.0667,120.1,19382,803
2792,Port Weller,CAN,43.2264,-79.2136,19395,379
2810,Weymouth,GBR,50.6103,-2.4542,19417,17890
2815,Gwangyang,KOR,34.9158,127.7206,19421,468
2816,Quelimane,MOZ,-17.8833,36.8833,19576,28706
2817,Marquette,USA,46.5809,-87.3941,19577,4025
2821,Bristol,GBR,51.45,-2.6333,19586,185
2823,Aarhus,DNK,56.1464,10.2186,19626,1281
2828,Karachi,PAK,24.8333,67,19659,469
2831,Fort de France,MTQ,14.6006,-61.0586,19732,4437
2833,Valparaiso,CHL,-33.0167,-71.6333,19758,1314
2834,Valleyfield,CAN,45.2167,-74.0833,19818,2418
2839,Hitachi,JPN,36.4833,140.6333,19824,3431
2842,Yokohama,JPN,35.4386,139.6636,19840,28
2846,Vietnam,VNM,,,19963,470
2849,Sydney,AUS,-33.8575,151.2064,20002,1382
2852,Holy Loch,GBR,55.9869,-4.9328,20016,8850
2860,Uchiura,JPN,35.5333,135.5,20017,17153
2862,Masinloc,PHL,15.5333,119.95,20019,14912
2865,Salerno,ITA,40.6823,14.7408,20030,150
2867,Tanjung Pinang,IDN,0.9333,104.45,20073,7312
2868,Tanjung Pandan,IDN,-2.75,107.6333,20077,16568
2869,Ilheus,BRA,-14.7891,-39.032,20079,3591
2870,Bhavnagar,IND,21.75,72.2333,20088,10816
2871,Hongay,VNM,20.95,107.05,20095,471
2872,Storugns,SWE,57.8411,18.8019,20101,12311
2873,Mogadishu,SOM,2.0167,45.35,20102,905
2877,Trapani,ITA,38.0186,12.5175,20103,13090
2878,Nanticoke,CAN,42.8167,-80.0667,20113,2210
2882,Southend Anch.,GBR,51.5147,0.7366,20148,16190
2883,Brixham,GBR,50.3966,-3.5094,20152,2867
2884,St. Michael's,AZO,37.7773,-25.4852,20181,4440
2886,Brownsville,USA,25.9606,-97.3919,20191,3682
2889,Vesteras,SWE,59.6,16.4333,20216,40636
2897,Sibenik,HRV,43.7333,15.9,20217,2273
2905,Sheerness,GBR,51.4377,0.7439,20222,1229
2906,Mutsamudu,COM,-12.1667,44.4,20228,13509
2907,Chicago,USA,41.8333,-87.6333,20232,1997
2912,Saltpan Anch.,GBR,51.4336,0.7181,20262,17900
2916,Svelgen,NOR,61.7667,5.3,20264,5495
2918,General Santos,PHL,6.1,125.1667,20265,1128
2920,Puerto la Cruz,VEN,10.2167,-64.6333,20268,4443
2921,Numazu,JPN,35.1333,138.8333,20277,14229
2927,Mossel Bay,ZAF,-34.1833,22.1667,20279,4444
2929,Brunswick,USA,31.1333,-81.4833,20282,15630
2935,Liverpool,GBR,53.4461,-3.0025,20285,71
2936,Tenerife,CNI,,,20347,4446
2937,Puget Sound,USA,47.9306,-122.4944,20351,2364
2940,Manaus,BRA,-3.15,-60.0167,20352,1864
2945,Falmouth,GBR,50.1519,-5.0569,20372,132
2951,Kawaihae,USA,20.0333,-155.8333,20434,12620
2954,Eastham,GBR,53.35,-2.9667,20435,7114
2957,Qinhuangdao,CHN,39.9317,119.6411,20436,1938
2958,Mumbai,IND,18.9,72.8167,20555,472
2959,Gorontalo,IDN,0.5,123.05,20641,3592
2963,Sintete,IDN,1.2167,109.05,20644,7320
2966,Colombo Roads,LKA,6.9778,79.6798,20645,473
2967,Tanoura,JPN,33.9667,130.9833,20664,3433
2968,La Guaira,VEN,10.6,-66.9333,20684,1251
2969,Texas City,USA,29.3667,-94.8833,20732,4448
2972,Port Manatee,USA,27.6317,-82.5608,20746,1636
2977,Petit Couronne,FRA,49.3855,1.02,20768,37599
2978,Colombo,LKA,6.9273,79.8611,20769,120
2979,Port Esquivel,JAM,17.8941,-77.1325,20857,1866
2983,Gluckstadt,DEU,53.7833,9.4167,20871,5430
2984,Djeno Terminal,COG,-4.9333,11.9,20873,no
2992,Abidjan,CIV,5.3,-4,20874,316
2993,Hamburg,DEU,53.5497,9.9841,20967,187
2994,Tokuyama,JPN,34,131.8,21058,806
2996,Tubarao,BRA,-20.2886,-40.2419,21123,317
2997,Middelfart,DNK,55.5,9.7333,21226,27876
2999,Chennai,IND,13.0833,80.2833,21227,476
3000,Klawock,USA,55.55,-133.1,21296,3435
3003,Ko Sichang,THA,13.15,100.8,21302,240
3004,Okinawa,JPN,,,21403,23994
3005,Cayo Moa,CUB,20.6833,-74.9,21404,6537
3010,Agadir,MAR,30.4303,-9.6323,21405,72
3011,Roatan Is.,HND,16.3847,-86.4044,21432,2287
3012,Ambarli,TUR,40.9709,28.6759,21434,2758
3017,Baubau,IDN,-5.45,122.6,21474,3593
3020,Kamsar,GIN,10.65,-14.6167,21481,2645
3023,Ghazaouet,DZA,35.098,-1.8578,21510,862
3026,Progreso,MEX,21.2833,-89.6667,21521,2237
3030,Selaata,LBN,34.2792,35.6597,21545,10209
3033,Fethiye,TUR,36.6333,29.1,21548,2759
3035,Mishima-Kawanoe,JPN,34.0167,133.5667,21551,3436
3049,Saipan Is.,MNP,15.2,145.7167,21586,9717
3051,Cape Finisterre,ESP,42.8833,-9.2667,21595,73
3052,Aughinish Is.,IRL,52.6333,-9.05,21722,4459
3055,Niteroi,BRA,-22.8833,-43.1167,21744,3524
3062,Belawan,IDN,3.8,98.7167,21747,478
3066,Dunedin,NZL,-45.8833,170.5167,21773,2813
3072,Scheveningen,NLD,52.1,4.2667,21789,3331
3074,Phuket,THA,7.8333,98.4167,21797,7332
3077,Buenaventura,COL,3.8847,-77.0656,21799,211
3083,Fukuyama,JPN,34.4561,133.4369,21857,808
3092,Paranagua,BRA,-25.5042,-48.5178,21958,74
3097,Moneypoint,IRL,52.6,-9.4,22087,2869
3099,Niigata,JPN,37.9347,139.0759,22094,703
3102,Majuro Atoll,MHL,7.0833,171.1333,22140,13194
3105,Stylis,GRC,38.9,22.6167,22142,10211
3106,Trieste,ITA,45.65,13.8,22143,3927
3107,Reunion,REU,-20.9167,55.3,22171,479
3108,Nanaimo,CAN,49.1667,-123.9333,22194,2099
3109,Agioi Theodoroi,GRC,37.9178,23.0855,22202,4462
3110,Adelaide,AUS,-34.8503,138.567,22205,1385
3113,Palm Beach,USA,26.7667,-80.05,22257,2288
3117,Monfalcone,ITA,45.7833,13.55,22268,4463
3119,Naoshima,JPN,34.45,134,22292,14063
3120,Calais,FRA,50.9661,1.8611,22293,3907
3124,Lerwick,GBR,60.1531,-1.1422,22298,11653
3125,Fredericia,DNK,55.5611,9.7542,22300,1283
3126,Durres,ALB,41.3131,19.4511,22315,5202
3130,Iquique,CHL,-20.2089,-70.1542,22330,1316
3133,Frederikshavn,DNK,57.4408,10.5447,22351,11241
3144,Salvador,BRA,-12.9656,-38.5072,22353,319
3147,Mutsure,JPN,33.9667,130.8667,22401,13828
3148,Ramsvika,NOR,62.9333,7.4,22402,35635
3161,Kutubdia,BGD,21.8667,91.85,22403,2101
3164,Hong Kong,CHN,22.2861,114.1575,22406,241
3166,Ashtabula,USA,41.9167,-80.8167,22728,1343
3167,Plaquemines,USA,30.2833,-91.2333,22753,5603
3168,Sampit,IDN,-2.9833,113.05,22757,3824
3169,Kuantan,MYS,3.9667,103.4333,22761,481
3170,Loviisa,FIN,60.4117,26.2561,22815,15135
3172,Breves,BRA,-1.6833,-50.5,22817,47471
3175,Rostock,DEU,54.09,12.1377,22818,188
3177,Montevideo Alpha Zone,URY,-35.0497,-56.0531,22841,6665
3179,Lirquen,CHL,-36.7117,-72.985,22849,75
3182,Ramallo,ARG,-33.4972,-60.0108,22891,3528
3191,Iwakuni,JPN,34.1761,132.2383,22899,5029
3196,Benghazi,LBY,32.1167,20.05,22919,2761
3197,Fak Fak,IDN,-2.9333,132.3,22943,3826
3199,Praia Mole,BRA,-20.2925,-40.2347,22944,320
3203,Karwar,IND,14.8167,74.1,23030,619
3208,Port Pirie,AUS,-33.1686,138.0108,23042,2596
3210,Madeira,PMD,32.6667,-16.9167,23055,6585
3211,Port Dickson,MYS,2.5217,101.7927,23056,1488
3216,Nantes,FRA,47.2156,-1.5528,23074,1233
3218,Reykjavik,ISL,64.1408,-21.8905,23088,189
3222,South East Shoal,,,,23091,2212
3223,Patras,GRC,38.2539,21.7375,23109,4472
3229,Canakkale,TUR,40.1503,26.4025,23111,4473
3233,Egersund,NOR,58.4511,5.9994,23124,646
3237,Ruwais,ARE,24.1397,52.7236,23130,620
3239,Richards Bay,ZAF,-28.79,32.0439,23143,76
3241,Puerto Cortes,HND,15.8436,-87.9491,23299,1868
3244,Santa Rosalia,MEX,27.3333,-112.2667,23350,10747
