id,name,country,lat,long,usedstart,usedend
3246,St. John's(CAN),CAN,47.5625,-52.7106,23352,4475
3251,Fiumicino,ITA,41.7667,12.2333,23353,34200
3257,Tallinn,EST,59.4461,24.7606,23354,11658
3262,Muroran,JPN,42.35,140.95,23364,2106
3263,Matsunaga,JPN,34.4106,133.2323,23395,13831
3266,Antigua,ATG,17.1167,-61.8667,23408,2870
3269,Longview,USA,46.1333,-122.9333,23418,212
3271,Mamuju,IDN,-2.6833,118.9167,23476,10998
3272,Laem Chabang,THA,13.0833,100.8833,23477,77
3277,Superior,USA,46.7167,-92.0833,23564,1998
3278,Holyhead,GBR,53.3114,-4.6259,23588,11659
3279,Tsukumi,JPN,33.0894,131.8536,23589,704
3283,Lanshan,CHN,35.0833,119.35,23616,2815
3285,Quintero,CHL,-32.7725,-71.5333,23731,1318
3289,Villanueva y Geltru,ESP,41.217,1.7309,23755,37713
3290,San Pedro(ARG),ARG,-33.6792,-59.6636,23757,6698
3292,Barbados,BRB,,,23766,13
3293,Little Narrows,CAN,45.9833,-60.9833,23794,6539
3296,Guaraguao,VEN,10.2333,-64.6333,23799,32465
3309,Torrevieja,ESP,37.9667,-0.6833,23801,13680
3314,Ratnagiri,IND,16.9833,73.2833,23803,7356
3315,Yangon,MMR,16.7667,96.1667,23812,484
3317,Juneau,USA,58.3064,-134.4248,23837,35920
3324,Freetown,SLE,8.4908,-13.2108,23838,321
3325,Yampi Sound,AUS,-16.15,123.75,23872,7359
3326,Vila do Conde,BRA,-1.55,-48.75,23887,322
3327,Everett(WA),USA,47.9833,-122.2167,23951,19888
3330,Bruges,BEL,51.222,3.2209,23956,5359
3341,Freeport(Texas),USA,28.9397,-95.3253,23957,4478
3342,Honiara,SLB,-9.4167,159.9667,23974,4900
3346,Matsushima,JPN,32.9333,129.6,23989,5099
3350,Bissau,GNB,11.85,-15.5833,24005,323
3356,Alumar,BRA,-2.6795,-44.36,24026,2489
3357,Corrientes,ARG,-27.4833,-58.8333,24054,7116
3361,Tianjin,CHN,39.1,117.1667,24057,4901
3362,Sriracha,THA,13.1173,100.8902,24081,1491
3364,Zarzis,TUN,33.5,11.1167,24107,6861
3365,Wismar,DEU,53.8964,11.4564,24110,22827
3370,Veracruz,MEX,19.2056,-96.1394,24114,1869
3373,Rio Gallegos,ARG,-51.617,-69.2211,24175,3531
3376,Massawa,ERI,15.6167,39.4833,24176,10428
3378,Nikolayev,UKR,46.9519,31.96,24183,2315
3379,Nikiski,USA,60.6833,-151.3833,24204,32746
3380,Nassau,BHS,25.0745,-77.322,24206,5681
3381,New Orleans,USA,29.9236,-90.0941,24207,14
3386,Portbury,GBR,51.5,-2.7333,24373,19610
3393,Kuwait,KWT,,,24374,912
3394,Corpus Christi,USA,27.7972,-97.3958,24405,1871
3401,Hastings(AUS),AUS,-38.2952,145.2131,24438,7889
3408,Manokwari,IDN,-0.8667,134.0833,24443,3594
3410,Havre St. Pierre,CAN,50.2333,-63.6,24446,10220
3413,Gwadar,PAK,25.1167,62.3333,24450,7363
3415,Lianyungang,CHN,34.7333,119.45,24462,78
3416,Posyet,RUS,42.6333,130.8,24631,705
3422,Aviles,ESP,43.5852,-5.9281,24666,380
3423,Sarroch,ITA,39.085,9.0158,24690,33986
3428,Zonguldak,TUR,41.45,31.7833,24691,3960
3429,Philippines,PHL,,,24693,79
3432,Fuzhou,CHN,26.0745,119.2969,24715,486
3433,Stykkisholmur,ISL,65.0667,-22.6833,24770,18203
3434,Arrecife,CNI,28.9748,-13.5309,24771,1750
3439,Pulau Bukom,SGP,1.2333,103.7667,24784,36698
3444,Nakhodka,RUS,42.7986,132.877,24785,3144
3445,Buffalo,USA,42.8833,-78.8833,24840,4031
3455,Marinette,USA,45.1167,-87.6167,24855,2213
3456,Marsaxlokk,MLT,35.8164,14.5386,24863,863
3458,Valencia,ESP,39.4489,-0.33,24939,864
3461,Flensburg,DEU,54.8006,9.438,25027,10665
3464,Gladstone,AUS,-23.84,151.2678,25031,811
3469,Hammerfest,NOR,70.6642,23.6798,25195,5360
3470,Holbaek,DNK,55.7167,11.7167,25196,11662
3471,Port Said,EGY,31.25,32.3,25197,487
3473,Cam Pha,VNM,21.0167,107.3667,25367,2114
3479,Villanueva,PHL,8.5833,124.75,25377,2938
3486,Aabenraa,DNK,55.0441,9.4253,25391,2872
3489,Wakayama,JPN,34.2,135.1333,25400,3148
3496,Greenland,GRL,,,25464,4489
3498,Foynes,IRL,52.6119,-9.1022,25465,2427
3501,Songkhla,THA,7.2333,100.5833,25467,7372
3506,Taconite Harbour,USA,47.5,-90.9167,25473,23575
3507,Seydhisfjordur,ISL,65.25,-13.9167,25476,263
3512,Angra do Heroismo,AZO,38.65,-27.2167,25477,20183
3521,La Spezia,ITA,44.1086,9.8306,25483,865
3522,Matanzas(VEN),VEN,8.2833,-62.85,25515,1638
3523,Davant,USA,29.6083,-89.8483,25535,394
3526,Matanzas,,,,25581,4493
3527,Trinidad,TTO,,,25587,1873
3529,Ho Chi Minh City,VNM,10.7667,106.7167,25589,242
3531,Cairns,AUS,-16.9234,145.7709,25668,243
3539,Rendsburg,DEU,54.3167,9.6667,25673,18917
3541,Cirebon,IDN,-6.6833,108.55,25675,28726
3542,Husnes,NOR,59.8667,5.7667,25676,20404
3543,Rhodes,GRC,36.4436,28.232,25679,3931
3544,Cleveland,USA,41.5056,-81.6877,25680,1999
3547,Ipswich,GBR,52.05,1.1667,25719,3334
3556,Lake Superior,,47.6997,-87.4994,25722,4034
3560,Haikou,CHN,20.0256,110.2823,25723,489
3561,Le Verdon,FRA,45.55,-1.0833,25731,3335
3564,Port Rhoades,JAM,18.4698,-77.4567,25736,2994
3579,Magdalla,IND,21.1333,72.7333,25745,2601
3581,Barahona,DOM,18.2,-71.0667,25772,5683
3586,Tateyama,JPN,35,139.8667,25773,19891
3588,Indian Is.,USA,,,25778,37537
3589,Chioggia,ITA,45.2167,12.2833,25779,4496
3590,Shekou,CHN,22.4833,113.9,25787,80
3592,Naples,ITA,40.8469,14.275,25860,151
3595,Alexandria(EGY),EGY,31.1969,29.8872,25897,2767
3597,Tekirdag,TUR,40.95,27.5,25971,10228
3610,Santos,BRA,-23.9333,-46.3333,25976,81
3613,Porto Vesme,ITA,39.2,8.4,26165,4500
3614,Praia(CPV),CPV,14.9,-23.5167,26191,2338
3617,Cherbourg,FRA,49.6411,-1.6142,26207,17942
3618,Sharjah,ARE,25.3667,55.3833,26212,914
3619,Meraux,USA,29.9267,-89.932,26235,395
3624,Napier,NZL,-39.4833,176.9167,26259,135
3632,Nea Karvali,GRC,40.95,24.4833,26291,10232
3635,Puerto Vallarta,MEX,20.6167,-105.2667,26293,36090
3644,Hainan Is.,CHN,19.2,109.7,26295,49985
3646,Harwich,GBR,51.9425,1.2814,26296,3336
3647,Taichung,TWN,24.28,120.5275,26310,812
3649,Aalesund,NOR,62.4753,6.1547,26455,15337
3654,Mina al Ahmadi,KWT,29.0667,48.15,26457,10839
3655,Afognak,USA,58,-152.8333,26461,2118
3658,Porbandar,IND,21.6,69.6,26464,624
3662,Mombasa,KEN,-4.0667,39.6833,26480,915
3664,Chalmette,USA,29.9314,-89.972,26529,396
3668,Faroes,FRO,,,26564,22299
3673,Colombia,COL,,,26565,3054
3675,St. Malo,FRA,48.6494,-2.0253,26569,4505
3677,Banias,SYR,35.2333,35.9333,26575,25285
3679,Berbera,SOM,10.45,45.0167,26576,1144
3680,Bahrain,BHR,,,26583,1145
3682,Kalmar,SWE,56.6589,16.3639,26633,11665
3686,Darlowo,POL,54.4333,16.3833,26635,44416
3690,Mexico,MEX,,,26636,6908
3691,Green Bay,USA,44.5167,-88,26639,2000
3692,Ayia Marina(Greece),GRC,38.8833,22.5833,26655,3016
3693,Fowey,GBR,50.3333,-4.6333,26656,12159
3695,Trondheim,NOR,63.4366,10.3994,26660,16076
3697,False Bay,ZAF,,,26661,18993
3705,Santo Domingo,DOM,18.4742,-69.8831,26662,11211
3716,New Haven,USA,41.25,-72.9,26675,3233
3719,Cadiz,ESP,36.5248,-6.2852,26690,1046
3724,Taranto,ITA,40.482,17.1894,26724,152
3725,Xiamen,CHN,24.4575,118.0714,26775,493
3729,Malabo,GNQ,3.75,8.7833,26899,326
3730,Praia da Vitoria,AZO,38.7333,-27.05,26905,20184
3733,French Guiana,GUF,,,26911,18266
3738,Pendik,TUR,40.8753,29.2517,no,41281
3739,Odense,DNK,55.4081,10.3792,26912,8442
3742,Georgetown(USA),USA,33.35,-79.3,26919,9921
3748,Dirdal,NOR,58.7833,6.2333,26920,41532
3749,Aegean,GRC,,,26921,25930
3756,Kronshtadt,RUS,59.9941,29.765,26922,6667
3757,Eregli,TUR,41.282,31.4209,26929,2667
3759,Seward,USA,60.1167,-149.4333,26949,32119
3762,Susaki,JPN,33.3833,133.3,26950,3150
3766,Brest,FRA,48.3858,-4.4745,26961,2939
3767,Dammam,SAU,26.5,50.2,26979,82
3770,Hangzhou,CHN,30.25,120.1667,27046,44609
3773,Isabel,PHL,10.9167,124.4167,27048,916
3774,Glensanda,GBR,56.5667,-5.5333,27057,3337
3775,Bergen,NOR,60.3961,5.317,27065,4510
3785,Dominica,DMA,,,27075,11212
3790,Verdal,NOR,63.7833,11.4333,27082,11668
3791,Owendo,GAB,0.2833,9.5,27083,327
3795,Brazil,BRA,,,27124,37216
3798,Mongstad,NOR,60.8173,5.0323,27125,2345
3801,Otaru,JPN,43.2,141.0167,27128,706
3804,Irian Jaya,IDN,-5.5167,151.5,27153,3833
3810,Chicama,PER,-7.7,-79.4167,27156,29093
3813,Marmorilik,GRL,71.1333,-51.2833,27157,11669
3815,Funabashi,JPN,35.6847,140.0006,27158,7905
3817,Ningbo,CHN,29.8667,121.55,27170,495
3821,Alanya,TUR,36.5333,32,27266,10237
3822,Iligan,PHL,8.2333,124.2333,27269,7392
3823,Kawajiri,JPN,34.4333,133.2333,27277,no
3824,Wellington,NZL,-41.2833,174.7667,27283,2819
3828,Lynnhaven Roads,USA,36.9333,-76.0833,27301,1779
3832,Nagoya,JPN,35.0344,136.8703,27311,29
3837,Catania,ITA,37.4958,15.0883,27457,3017
3838,Kerch,UKR,45.35,36.4667,27468,3962
3842,Pacific,,,,27474,39644
3844,Ferndale,USA,48.8333,-122.7167,27475,3007
3848,Italy,ITA,,,27477,4514
3857,Berdiansk,UKR,46.75,36.7833,27479,10238
3860,Oakham Ness,GBR,51.4186,0.6408,27484,6594
3863,Aratu,BRA,-12.7833,-38.4833,27485,83
3865,Derince,TUR,40.7506,29.8209,27534,10239
3866,Abu al Bukhoosh Terminal,ARE,25.4833,53.1333,27540,15853
3867,Haiphong,VNM,20.8667,106.6667,27541,497
3870,Hay Point,AUS,-21.2875,149.2847,27586,813
3871,Wilmington(NC USA),USA,34.2336,-77.9464,27723,3535
3878,Johore River,,,,27758,no
3880,Bremen,DEU,53.1028,8.7578,27759,845
3881,S. Sabine Point light. area,USA,,,27803,6211
3882,Ushuaia,ARG,-54.8019,-68.3028,27804,1263
3885,Numakuma,JPN,34.3667,133.3,27811,no
3886,Komatsushima,JPN,34,134.6,27819,669
3892,Tabaco,PHL,13.3667,123.7333,27841,9087
3895,Otranto,ITA,40.15,18.5,27844,31288
3898,Port Angeles,USA,48.1333,-123.4167,27845,596
3902,Fosdyke,GBR,52.8667,-0.0333,27865,20406
3903,Bonny,NGA,4.4217,7.1503,27866,329
3911,Kragero,NOR,58.8667,9.4167,27870,647
3912,Motril,ESP,36.7248,-3.5223,27884,2278
3913,Messina,ITA,38.1886,15.5581,27896,39167
3915,Bilbao,ESP,43.3106,-3.0286,27899,264
3917,Boston(USA),USA,42.365,-71.0533,27965,229
3921,Ciro Marina,ITA,39.3667,17.1333,27987,18499
3923,Zhanjiang,CHN,21.1811,110.4033,27992,814
3938,Tracy,CAN,46.0167,-73.1667,28102,2431
3942,Solvesborg,SWE,56.0328,14.5775,28115,37509
3943,Corinto,NIC,12.4753,-87.1377,28117,1320
3945,Sant' Antioco,ITA,39.0333,8.4333,28128,4521
3946,Laurium,GRC,37.7,24.0667,28130,4522
3950,Pointe Jarry,GLP,16.2333,-61.5333,28137,7035
3952,Zarate,ARG,-34.0911,-59.0206,28138,84
3953,Bermuda,BMU,,,28157,2731
3954,Bartin,TUR,41.6778,32.2414,28167,17562
3955,Cardiff,GBR,51.4667,-3.1833,28169,1047
3958,Kerteh Terminal,MYS,4.5833,103.45,28177,7401
3960,Dudinka,RUS,69.4,86.1667,28179,3214
3963,Imatra,FIN,61.1667,28.8333,28180,736
3966,Milaki,GRC,38.3667,24.0667,28181,4525
3968,Sasebo,JPN,33.1333,129.7167,28186,2469
3972,Las Mareas,PRI,17.95,-66.1333,28208,2875
3973,Toledo(USA),USA,41.695,-83.4775,28210,2214
3974,Yantai,CHN,37.5644,121.3703,28267,499
3976,Phnom Penh,KHM,11.6,104.9,28362,7403
3978,Kaliningrad,RUS,54.7167,20.5167,28364,6316
3979,Atlantic,,,,28385,21018
3980,Las Minas Bay,PAN,9.4,-79.8333,28386,6763
3982,Ploce,HRV,43.05,17.4333,28394,2769
3983,Dalian,CHN,38.9248,121.6514,28413,500
3988,Quanzhou,CHN,24.9,118.5833,28555,1950
3989,Milford Haven,GBR,51.7128,-5.0617,28600,14336
3995,Bayside,CAN,45.1667,-67.1333,28601,2433
4002,Tripoli(LBN),LBN,34.4667,35.8333,28605,3933
4006,Gemlik,TUR,40.4144,29.0916,28612,866
4007,Gamagori,JPN,34.8131,137.2111,28633,8735
4008,Durban,ZAF,-29.8667,31.0333,28644,85
4011,Darwin,AUS,-12.4494,130.8397,28825,502
4016,Tripoli(LBY),LBY,32.9,13.1833,28844,2770
4017,Mahajanga,MDG,-15.7167,46.3167,28854,13511
4018,Jinhae,KOR,35.1298,128.7011,28860,13044
4019,Onahama,JPN,36.9333,140.9167,28875,816
4021,Churchill,CAN,58.7833,-94.2167,28948,1639
4023,Ferrol,ESP,43.482,-8.2372,28956,4532
4028,Port Harcourt,NGA,4.7686,7.005,28985,331
4032,Halmstad,SWE,56.6644,12.8547,29013,190
4035,Burns Harbour,USA,41.6333,-87.1833,29027,2001
4042,Callao,PER,-12.048,-77.1425,29052,86
4044,Picton(NZL),NZL,-41.285,174.0042,29125,8255
4045,Welland Canal,CAN,,,29133,2002
4047,Hamrawein,EGY,26.25,34.2,29165,35792
4050,Puerto Ordaz,VEN,8.35,-62.7167,29166,1048
4059,Corunna,ESP,43.3586,-8.3955,29194,397
4065,Liepaja,LVA,56.5341,21.005,29245,2346
4066,North Korea,PRK,,,29259,23049
4067,Brisbane,AUS,-27.4092,153.1558,29262,503
4069,Toronto,CAN,43.6533,-79.3617,29367,2436
4070,Odessa,UKR,46.4875,30.748,29388,2316
4074,Batangas,PHL,13.75,121.05,29412,1497
4078,Bermeo,ESP,43.4167,-2.7167,29440,17968
4079,Puerto Morelos,MEX,20.8333,-86.9,29441,2290
4080,Swansea,GBR,51.6167,-3.9333,29446,3215
4088,Townsville,AUS,-19.2558,146.8286,29448,1395
4091,Malili,IDN,-2.6333,120.9833,29522,31256
4093,Burlington(ONT),CAN,43.3167,-79.75,29523,34468
4095,Vyborg,RUS,60.7111,28.7336,29524,3340
4096,Nosy Be,MDG,-13.3333,48.25,29525,15790
4099,Zueitina Terminal,LBY,30.8977,20.0778,29528,9243
4105,Tainan,TWN,23.0572,120.09,29529,41664
4107,Hannan,JPN,34.4539,135.3581,29530,1322
4111,Buffington,USA,41.6333,-87.4167,29549,46329
4114,Sundsvall,SWE,62.4167,17.3333,29556,38375
4118,Somalia,SOM,,,29557,34326
4120,Kokura,JPN,33.9,130.9,29558,504
4121,Tanjong Salirong,BRN,4.9,115.1,29588,25825
4123,Delfzijl,NLD,53.3333,6.9333,29589,846
4124,Lanoraie,CAN,45.9667,-73.1833,29604,2215
4125,Stenungsund,SWE,58.0877,11.8203,29608,11676
4128,Shikama,JPN,34.7833,134.6667,29612,709
4131,Nyborg,DNK,55.3,10.7833,29639,11677
4136,Halden,NOR,59.1167,11.3667,29645,1284
4152,Niihama,JPN,33.9619,133.2656,29656,2132
4158,Faskrudhsfjordur,ISL,64.9295,-14.0119,29714,265
4159,Portland(GBR),GBR,50.5684,-2.4394,29715,6727
4161,Himeji,JPN,34.7667,134.6333,29723,41418
4165,Mersin,TUR,36.8047,34.6414,29724,87
4166,South Korea,KOR,,,29773,505
4167,Portland(AUS),AUS,-38.3506,141.6058,29777,1396
4169,Port McNeill,CAN,50.6,-127.0833,29805,12622
4171,Drogheda,IRL,53.72,-6.3125,29807,41534
4172,Zeytinburnu,TUR,40.9753,28.8753,29808,10249
4173,Botany Bay,AUS,-33.9653,151.2245,29815,506
4181,Yokosuka,JPN,35.2855,139.6734,29839,3157
4185,Barcadera,ABW,12.4828,-69.9994,29840,3699
4188,Port au Prince,HTI,18.5542,-72.3475,29843,15
4189,Avondale,USA,29.9167,-90.1833,29879,45906
4192,Turku,FIN,60.4314,22.2175,29880,11415
4196,Labuan,MYS,5.2773,115.245,29884,2605
4198,Chios,GRC,38.3833,26.15,29896,2772
4199,Melilla,ESP,35.2833,-2.9333,29906,2279
4200,Marugame,JPN,34.3,133.7833,29913,no
4207,Indonesia,IDN,,,29916,507
4210,Parnu,EST,58.3833,24.4833,30006,11679
4212,Palau(Pacific Is.),PLW,7.35,134.4667,30007,13788
4215,Ain Sukhna Terminal,EGY,29.5833,32.3333,30008,508
4218,Fukuoka,JPN,33.65,130.35,30017,1573
4224,Wonsan,PRK,39.1667,127.4333,30019,42494
4227,Nykobing(Falster),DNK,54.7667,11.8667,30021,19649
4230,Khorramshahr,IRN,30.4416,48.1533,30023,1149
4231,Toyohashi,JPN,34.7206,137.3147,30025,690
4235,Munguba,BRA,-1.0833,-52.3833,30065,4541
4237,Flushing Roads,NLD,51.4333,3.5833,30070,31888
4239,Korsakov,RUS,46.6667,142.75,30071,6358
4240,Kashima,JPN,35.9217,140.6773,30075,597
4242,Cienfuegos,CUB,22.1333,-80.45,30188,9270
4244,Brevik,NOR,59.05,9.7167,30196,5367
4246,Flushing,NLD,51.45,3.5833,30200,191
4247,Lisbon,PRT,38.7333,-9.1167,30238,88
4249,Bridgeport,USA,41.15,-73.1833,30330,2226
4250,Port Muhammad Bin Qasim,PAK,24.7667,67.35,30334,920
4258,Volos,GRC,39.35,22.95,30371,4545
4260,Belize,BLZ,,,30384,4830
4264,Nemrut Bay,TUR,38.7594,26.917,30385,2773
4272,Anyer,IDN,-6.0333,105.9333,30439,9179
4274,Horten,NOR,59.4167,10.5,no,11682
4277,Huasco,CHL,-28.45,-71.2333,30443,3754
4279,Stockholm,SWE,59.3298,18.077,30472,1285
4281,Eilat,ISR,29.55,34.95,30484,11463
4289,Leghorn,ITA,43.5628,10.3103,30502,153
4290,Tobata,JPN,33.9167,130.85,30538,3448
4294,Qatar,QAT,,,30579,1151
4295,Mesaieed,QAT,24.9583,51.5891,30598,626
4296,Whyalla,AUS,-33.0375,137.5869,30648,1399
4303,Incheon,KOR,37.465,126.6267,30670,89
4304,Wilhelmshaven,DEU,53.5167,8.15,30840,2880
4306,Milos,GRC,36.6833,24.4167,30859,868
4308,La Ceiba(VEN),VEN,9.4667,-71.0667,30864,14837
4309,Vanino,RUS,49.0833,140.2667,30866,2705
4311,Invergordon,GBR,57.6833,-4.1667,30910,39667
4312,Cigading,IDN,-6.0167,105.95,30911,90
4313,Sakaide,JPN,34.3245,133.8331,30955,2136
4319,Yatsushiro,JPN,32.5167,130.5333,31012,5947
4320,Yanbu,SAU,24.1,38.05,31029,1153
4321,Zanzibar,TZA,-6.1667,39.1833,31035,10568
4322,Christiansted,VIR,17.7469,-64.6977,31041,8660
4324,Cote Ste. Catherine,CAN,45.4,-73.5667,31047,2438
4326,Izmir,TUR,38.4447,27.1558,31052,2774
4329,Larimna,GRC,38.5667,23.3,31110,3202
4336,Gresik,IDN,-7.15,112.65,31112,2137
4337,Chiwan,CHN,22.4667,113.8833,31148,30
4342,Grays Harbour,USA,46.9333,-123.85,31224,2139
4343,Beihai,CHN,21.4809,109.1198,31238,1953
4345,Koper,SVN,45.5547,13.7414,31270,3937
4346,Squamish,CAN,49.6833,-123.1667,31302,7069
4349,Pylos,GRC,36.9167,21.7,31305,34212
4350,Taiwan,TWN,,,31306,1577
4352,Montevideo,URY,-34.9,-56.2667,31309,91
4353,Maceio,BRA,-9.6667,-35.7333,31360,332
4356,Bintan,IDN,,,31391,9759
4364,Kirkenes,NOR,69.7289,30.0466,31392,5371
4366,Kavala,GRC,40.9167,24.4167,31396,4553
4368,Albany(AUS),AUS,-35.0278,117.8955,31400,1402
4369,Inagua,BHS,,,31429,9329
4374,Lubeck,DEU,53.8667,10.6667,31430,11541
4380,Chah Bahar,IRN,25.3333,60.5333,31448,922
4381,Janghang,KOR,36.0167,126.6833,31451,2822
4383,Ronnskar,SWE,64.6667,21.2833,31483,12493
4389,Sakata,JPN,38.9333,139.8167,31484,820
4391,Brindisi,ITA,40.65,17.9833,31505,1654
4400,Muuga,EST,59.4955,24.9503,31526,192
4402,Abu Dhabi,ARE,24.5333,54.3833,31558,1155
4403,Sihanoukville,KHM,10.6333,103.5,31595,7443
4404,Gunsan,KOR,35.9753,126.6264,31608,1578
4405,Oshawa,CAN,43.8664,-78.8292,31678,2439
4406,Sousse,TUN,35.8333,10.65,31693,4557
4410,Hakata,JPN,33.6156,130.4064,31702,598
4421,Sao Tome,STP,0.35,6.75,31783,13002
4423,Dover,GBR,51.1273,1.3184,31787,5373
4425,Sungei Rajang,MYS,2.15,111.35,31789,6402
4426,Hoonah,USA,58.1167,-135.4333,31794,40274
4431,Mukran,DEU,54.4833,13.5833,31795,11688
4436,Subic Bay,PHL,14.8156,120.2852,31797,1405
4437,Kudamatsu,JPN,34.0089,131.8544,31833,9096
4438,Weihai,CHN,37.5044,122.1192,31848,2372
4439,Sables d'Olonne,FRA,46.5,-1.8,31875,17986
4441,Texas,USA,,,31876,39673
4444,Grangemouth,GBR,56.0333,-3.6833,31877,193
4445,Port Walcott,AUS,-20.5975,117.1761,31891,2946
4446,Mytilene,GRC,39.1072,26.5606,31942,2776
4447,Farsund,NOR,58.095,6.8031,31943,1286
4448,Bordeaux,FRA,44.8333,-0.5667,31948,1236
4449,Nador,MAR,35.2075,-2.917,31969,4559
4451,Iloilo,PHL,10.7,122.5667,31977,31818
4452,Sakaiminato,JPN,35.5333,133.25,31979,7099
4453,Itajai,BRA,-26.8994,-48.6706,32006,1266
4454,Contrecoeur,CAN,45.8833,-73.2,32025,16724
4455,Port Colborne,CAN,42.8767,-79.2452,32033,2440
4456,Tornio,FIN,65.85,24.15,32055,11542
4458,Takamatsu,JPN,34.35,134.05,32059,5463
4459,Caldera(CHL),CHL,-27.0667,-70.8833,32072,3057
4466,Wakamatsu,JPN,33.9167,130.8167,32092,821
4471,Tenes,DZA,36.5186,1.3198,32149,4562
4474,Mundra,IND,22.8192,69.7039,32150,121
4476,Marysville,USA,42.9167,-82.4833,32228,14758
4478,Khanom,THA,9.2667,99.8833,32235,7453
4480,Lumut(Malaysia),MYS,4.2667,100.65,32238,512
4483,Elnesvagen,NOR,62.85,7.15,32284,14785
4486,Kushiro,JPN,42.9833,144.3667,32296,710
4489,Seattle,USA,47.6333,-122.3333,32326,642
4492,London,GBR,51.5,-0.0667,32393,3344
4493,Flixborough,GBR,53.6203,-0.6997,32422,17992
4495,Aaheim,NOR,62.0361,5.5311,32423,1780
4500,St. Thomas,VIR,18.3833,-64.9333,32435,1877
4502,New Holland,GBR,53.7014,-0.3625,32445,40661
4504,Boulogne,FRA,50.7333,1.6167,32446,15031
4510,Guanta,VEN,10.25,-64.6,32447,1878
4513,Suriname,SUR,,,32480,17475
4523,Matadi,COD,-5.8167,13.45,32483,4564
4524,Mihara,JPN,34.3833,133.1,32513,2473
4525,Merauke,IDN,-8.4667,140.3833,32516,3600
4528,Matsue,JPN,35.4833,133.0667,32520,14357
4529,Moerdijk,NLD,51.7,4.6167,32526,194
4533,Suakin,SDN,19.1167,37.3333,32539,35796
4534,Dordrecht,NLD,51.8,4.65,32540,987
4536,Hadera,ISR,32.472,34.8902,32551,4567
4537,Limay(PHL),PHL,14.5639,120.5966,32562,7457
4538,Ghent,BEL,51.088,3.7452,32564,195
4542,Jubail,SAU,27.0133,49.6597,32605,92
4549,Zhuhai,CHN,22.2817,113.572,32648,9
4554,Yawata,JPN,33.8667,130.8,32663,3451
4555,Tanjung Redeb,IDN,2.1667,117.4833,32691,5733
4561,Kakinada,IND,17,82.2833,32693,513
4562,Tuapse,RUS,44.0958,39.0692,32715,2317
4563,Tamano,JPN,34.4833,133.9333,32727,no
4564,Lautoka,FJI,-17.6189,177.4511,32731,6654
4565,Homer,USA,59.6333,-151.5,32746,8235
4570,Thailand,THA,,,32748,7463
4571,Probolinggo,IDN,-7.7167,113.2167,32755,3846
4572,New York,USA,40.7064,-74.0117,32756,671
4576,Salina Cruz,MEX,16.1667,-95.1833,32846,1699
4579,Aspra Spitia,GRC,38.3667,22.6333,32850,4570
4583,Shark Bay,AUS,,,32856,7464
4584,Port Lincoln,AUS,-34.7245,135.8692,32857,1407
4587,Nevis,KNA,17.1333,-62.6167,32879,45689
4588,Degrad des Cannes,GUF,4.85,-52.2667,32880,9308
4589,Sherbro River,SLE,7.7,-12.7167,32888,333
4592,Semarang,IDN,-6.9667,110.4167,32893,514
4593,Keelung,TWN,25.1444,121.7475,32921,515
4596,Campana,ARG,-34.1567,-58.9664,33004,334
4599,Dieppe,FRA,49.9333,1.0833,33028,17999
4601,Miyako,JPN,39.6333,141.9667,33031,16423
4604,Jeddah,SAU,21.4667,39.1667,33034,516
4608,Rabigh,SAU,22.75,38.9833,33120,15861
4611,Sines,PRT,37.9514,-8.8628,33121,1053
4612,Syros,GRC,37.4391,24.9383,33167,2779
4620,Auckland,NZL,-36.8455,174.7811,33175,2824
4624,Puerto Limon,CRI,10,-83.05,33210,1880
4625,Nouakchott,MRT,17.9939,-16.0214,33251,2340
4635,Mauritius,MUS,,,33280,335
4636,Point Fortin,TTO,10.1841,-61.6941,33339,32195
4637,U.S. Gulf,USA,,,33340,2996
4638,Norrkoping,SWE,58.6,16.2,33344,11694
4640,Southampton,GBR,50.9006,-1.4064,33353,1642
4643,Macapa,BRA,0.035,-51.0497,33390,336
4646,Dublin,IRL,53.3489,-6.2303,33408,277
4647,Huelva,ESP,37.2667,-6.9167,33436,1055
4653,Porto Nogaro,ITA,45.795,13.2292,33478,22283
4661,Natal(BRA),BRA,-5.7944,-35.2103,33479,14702
4665,Gabes,TUN,33.95,10.0667,33486,4579
4666,Arzew,DZA,35.8606,-0.3097,33504,4580
4671,Tawau,MYS,4.2475,117.8764,33512,245
4673,Yalova,TUR,40.6561,29.2458,33525,3018
4674,Vassiliko Bay,CYP,34.7,33.3333,33530,4581
4678,Salten,NOR,,,33535,29235
4680,Guayama,PRI,17.95,-66.1333,33537,1326
4685,Tuxpan,MEX,20.9833,-97.3333,33542,6493
4691,Orehoved,DNK,54.95,11.85,33559,41852
4692,Marsala,ITA,37.793,12.4383,33561,24914
4693,Onishi,JPN,34.05,132.9167,33562,8600
4694,Plaju,IDN,-3,104.8333,33567,32910
4695,Noshiro,JPN,40.2167,140,33569,1500
4696,Tramandai,BRA,-30,-50.0833,no,40867
4697,Plomin,HRV,45.1333,14.2,33580,4582
4700,Jacksonville,USA,30.3284,-81.6508,33584,1881
4702,Split,HRV,43.5,16.45,33635,5969
4703,Iskenderun,TUR,36.5947,36.1922,33649,2780
4704,Mohammedia,MAR,33.7064,-7.3958,33681,2493
4705,Misumi,JPN,32.6,130.4667,33683,2474
4707,Bandirma,TUR,40.35,27.9667,33688,10274
4711,San Lorenzo,UNK,,,33697,18184
