id,flag,type,size,age,owner,operator
260466,MLT,Bulk,Handy,15-20,Anbros Maritime S.A.,Anbros Maritime S.A.
260471,HKG,Bulk,Panamax,15-20,,
260477,IND,Bulk,Panamax,15-20,Mercator Limited,Mercator Limited
260517,MLT,Bulk,Handymax,15-20,Thalkat Shipping S.A.,Thalkat Shipping S.A.
260533,IDN,Container,Small,15-20,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL)
260646,LBR,Container,Feedermax,15-20,Mediterranean Shipping Company (MSC) SA,MSC Shipmanagement Limited
260661,PAN,Bulk,Handy,15-20,Epaminondas G. Logothetis,Karlog Shipping Company Limited
260671,MLT,Bulk,Handymax,15-20,Unknown,Unknown
260673,PAN,Bulk,Handymax,15-20,Sinofu Group Incorporated,Vasteast Shipping Company Limited
260676,SGP,Container,Feeder,15-20,Wan Hai Lines Limited,Wan Hai Lines Limited
260770,CHN,Bulk,Handy,15-20,,
260775,CHN,Bulk,Handy,15-20,Shanghai Yangtze Shipping Company,Shanghai Yangtze Shipping Company
261000,IDN,Container,Small,15-20,P.T. Tanto Intim Line,P.T. Tanto Intim Line
261024,ATG,Container,Feeder,15-20,,
261072,SLE,Container,Feeder,15-20,,
261073,LTU,Bulk,Handy,15-20,Lithuanian Shipping Company (LISCO),Lithuanian Shipping Company (LISCO)
261165,PAN,Bulk,Capesize,15-20,Unknown,Unknown
261242,LBR,Container,Feeder,15-20,,
261327,PAN,Bulk,Capesize,15-20,Winning International Group Private Limited,Winning Shipping (HK) Company Limited
261330,PAN,Bulk,Capesize,15-20,Samsun Global Corporation,Samsun Logix Corporation
262017,KOR,Bulk,Capesize,15-20,Chang Myung Shipping Company Limited,Chang Myung Shipping Company Limited
262075,MLT,Bulk,Handy,15-20,Seaforce Shipping Limited,Seaforce Shipping Limited
262102,PLW,Container,Feeder,15-20,Admiral group of companies,Admiral Shipping LLC
262106,BHS,Bulk,Panamax,15-20,,
262132,MHL,Bulk,Panamax,15-20,Odysea Carriers S.A.,Odysea Carriers S.A.
262202,TUV,Bulk,Panamax,15-20,Gulf Maritime Ship Management Company,Gulf Maritime Shipbrokers & Consultants Company WLL
262215,CHN,Container,Small,15-20,,
262273,PAN,Bulk,Panamax,15-20,Navios Maritime Holdings Incorporated,Navios Maritime Partners L.P.
262321,HRV,Bulk,Panamax,15-20,Egon Oldendorff KG,Oldendorff Carriers GmbH & Company KG
262363,SGP,Container,Feeder,15-20,Wan Hai Lines Limited,Wan Hai Lines Limited
262365,KOR,Container,Feeder,15-20,Sinokor Company Limited,Sinokor Merchant Marine Company Limited
262366,VCT,Container,Small,15-20,Taicang Shipping (HK) Company Limited,Taicang Shipping (HK) Company Limited
262500,ATG,Container,Feeder,15-20,,
262505,VNM,Bulk,Handymax,15-20,Vietnam National Shipping Lines (VINALINES),Northern Shipping Joint Stock Company (NOSCO)
262555,PAN,Bulk,Capesize,15-20,China Ocean Shipping (Group) Company (COSCO),Zhejiang Ocean Shipping Company Limited (ZOSCO)
262756,CHN,Container,Feeder,15-20,Quanzhou An Sheng Shipping Company Limited,Quanzhou An Sheng Shipping Company Limited
262763,HKG,Container,Small,15-20,Adani Shipping (China) Company Limited,Adani Shipping (China) Company Limited
262764,IDN,Container,Feeder,15-20,P.T. Pelayaran Tempuran Emas Tbk.,P.T. Pelayaran Tempuran Emas Tbk.
262767,IDN,Container,Small,15-20,Government of Indonesia,P.T. PANN Multi Finance
263002,THA,Bulk,Handymax,15-20,Precious Shipping Public Company Limited,Precious Shipping Public Company Limited
263021,KOR,Container,Small,15-20,Namsung Shipping Company Limited,Namsung Shipping Company Limited
263034,ATG,Bulk,Handymax,15-20,Hans-Jurgen Hartmann,HJH Shipmanagement GmbH & Company KG
263067,PAN,Bulk,Handy,15-20,Unknown,Unknown
263071,PAN,Bulk,Handymax,15-20,Guangzhou Seaway International Ship Management Company Limited,Guangzhou Seaway International Ship Management Company Limited
263126,SGP,Container,Feeder,15-20,Wan Hai Lines Limited,Wan Hai Lines Limited
263131,KOR,Bulk,Capesize,15-20,Chang Myung Shipping Company Limited,Chang Myung Shipping Company Limited
263132,PAN,Container,Feeder,15-20,Easline Busan Maritime Company Limited,Easline Busan Maritime Company Limited
263334,GBR,Container,Feeder,15-20,CMA CGM S.A.,CMA CGM S.A.
263335,LBR,Container,Feeder,15-20,,
263341,BMU,Bulk,Capesize,15-20,Bangladesh Breakers,Bangladesh Breakers
263406,IDN,Container,Small,15-20,P.T. Tanto Intim Line,P.T. Tanto Intim Line
263441,PAN,Container,Feeder,15-20,Victoria Oceanway Limited,Victoria Oceanway Limited
263617,LBR,Bulk,Capesize,15-20,Johann M.K. Blumenthal GmbH & Company KG Reederei,Johann M.K. Blumenthal GmbH & Company KG Reederei
263640,PAN,Bulk,Capesize,15-20,,
264023,KOR,Bulk,Capesize,15-20,Hahn & Company (77.8%) and Hanjin Shipping Company Limited (22.2%),H-Line Shipping Company Limited
264042,LBR,Container,Feedermax,15-20,Kollakis Group,Chartworld Shipping Corporation
264207,PAN,Container,Panamax,15-20,,
264272,GRC,Bulk,Capesize,15-20,Bangladesh Breakers,Bangladesh Breakers
264473,CHN,Bulk,Panamax,15-20,Fujian Shipping Company (FUSCO),Fujian Shipping Company (FUSCO)
264474,MLT,Bulk,Panamax,15-20,Athenian Ship Management Incorporated,Athenian Ship Management Incorporated
264550,PAN,Bulk,Capesize,15-20,Sinokor Company Limited,Chokang Shipping Company Limited
264556,VCT,Bulk,Handymax,15-20,Kassab Inter Shipping LLC,Swedish Management Company S.A.
264566,LBR,Container,Panamax,15-20,Quantum Pacific Shipping Group,Eastern Pacific Shipping Private Limited
264567,CHN,Bulk,Panamax,15-20,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited
264575,LKA,Bulk,Handy,15-20,Tokyo Cement Company (Lanka) Plc,Tokyo Cement Company (Lanka) Plc
264606,PAN,Container,Feedermax,15-20,,
264611,PAN,Container,Feeder,15-20,Taiyo Sangyo Trading & Marine Service Limited,Taiyo Sangyo Trading & Marine Service Limited
264613,SGP,Container,Feeder,15-20,Simatech Shipping & Forwarding L.L.C.,Simatech Shipping & Forwarding L.L.C.
264614,IDN,Container,Feeder,15-20,P.T. Pelayaran Tempuran Emas Tbk.,P.T. Pelayaran Tempuran Emas Tbk.
264625,KOR,Bulk,Handymax,15-20,Hanjin Shipping Company Limited,Hanjin Shipping Company Limited
264671,BLZ,Bulk,Handy,15-20,Toumeh Family group of Companies,Eastern Star Shipping Company Limited (Muhieddine Shipping Company)
264675,VNM,Bulk,Handymax,15-20,International Transportation & Trading JSC (ITC),International Transportation & Trading JSC (ITC)
264702,KOR,Bulk,Capesize,15-20,Chang Myung Shipping Company Limited,Chang Myung Shipping Company Limited
264707,HKG,Bulk,Handymax,15-20,Jacksoon Shipping Safety Management Consultant Company Limited,Jacksoon Shipping Safety Management Consultant Company Limited
264713,CHN,Bulk,Panamax,15-20,Qingdao Huiquan Shipping Company,Qingdao Huiquan Shipping Company
264714,CHN,Bulk,Panamax,15-20,China Shipping (Group) Company,China Shipping International Ship Management Company Limited
264723,PAN,Bulk,Panamax,15-20,SNP Shipping Services Private Limited,SNP Shipping Services Private Limited
264745,GBR,Container,Panamax,15-20,,
264750,LBR,Bulk,Panamax,15-20,Pakistan Breakers,Pakistan Breakers
264756,HKG,Bulk,Panamax,15-20,Noble Group Limited,Noble Chartering Incorporated
265160,RUS,Container,Small,15-20,JSC Northern Shipping Company,JSC Northern Shipping Company
265163,MHL,Bulk,Panamax,15-20,Alexandria Shipping S.A.,Alexandria Shipping S.A.
265164,PAN,Bulk,Panamax,15-20,Xintai International Shipping Company Limited,Xintai International Shipping Company Limited
265176,VNM,Bulk,Panamax,15-20,Vietnam National Shipping Lines (VINALINES),Northern Shipping Joint Stock Company (NOSCO)
265200,CYP,Container,Feeder,15-20,Victoria Oceanway Limited,Victoria Oceanway Limited
265321,THA,Bulk,Handymax,15-20,Precious Shipping Public Company Limited,Precious Shipping Public Company Limited
265322,PAN,Bulk,Capesize,15-20,Samsun Global Corporation,Samsun Logix Corporation
265347,CHN,Bulk,Small,15-20,Winpeak Marine Services Company Limited,Winpeak Marine Services Company Limited
265430,PAN,Container,Panamax,15-20,Mediterranean Shipping Company (MSC) SA,Mediterranean Shipping Company (MSC) SA
265462,LBR,Bulk,Capesize,15-20,Unknown,Unknown
265665,PAN,Bulk,Capesize,15-20,Korea Line Corporation,Korea Line Corporation
265703,LBR,Container,Feeder,15-20,,
265706,BLZ,Bulk,Handy,15-20,International Shipping Group & Trading Limited,International Shipping Group & Trading Limited
265752,TUR,Container,Small,15-20,,
265754,PAN,Container,Small,15-20,P.T. Samudera Raya Indo Lines,P.T. Samudera Raya Indo Lines
265773,CHN,Bulk,Handy,15-20,China Shipping (Group) Company,China Shipping Development Company Limited
266006,MLT,Container,Feedermax,15-20,,
266007,CHN,Container,Feedermax,15-20,Ningbo Ying Gang Trawind Limited,Ningbo Ying Gang Trawind Limited
266075,ATG,Container,Small,15-20,Reederei Thekla Schepers GmbH & Company KG,Tesch Bereederungs GmbH & Company KG
266076,PAN,Container,Feedermax,15-20,Mediterranean Shipping Company (MSC) SA,MSC Shipmanagement Limited
266171,MHL,Bulk,Capesize,15-20,,
266233,CHN,Container,Small,15-20,Jiangsu Ocean Shipping Company Limited (JOSCO),Jiangsu Ocean Shipping Company Limited (JOSCO)
266334,KOR,Bulk,Capesize,15-20,Hanjin Shipping Company Limited,Hanjin Shipping Company Limited
266423,BLZ,Bulk,Handy,15-20,Profy PP,Profy PP
266424,LBR,Container,Feedermax,15-20,,
267067,PAN,Bulk,Capesize,15-20,Nippon Yusen Kabushiki Kaisha (NYK),Nippon Yusen Kabushiki Kaisha (NYK)
267083,HKG,Bulk,Capesize,15-20,,
267105,MHL,Bulk,Capesize,15-20,,
267136,LBR,Bulk,Capesize,5-10,Larus S.A.,Larus S.A.
267550,IND,Container,Small,15-20,Era Shipping Private Limited,Era Shipping Private Limited
267623,KOR,Container,Small,15-20,Kharis Shipping Company Limited,Kharis Shipping Company Limited
267627,BLZ,Bulk,Handy,15-20,Alma Shipmanagement & Trading S.A.,Alma Shipmanagement & Trading S.A.
267703,CHL,Bulk,Handymax,15-20,Naviera Chilena del Pacifico S.A. (NACHIPA),Naviera Chilena del Pacifico S.A. (NACHIPA)
267704,LBR,Container,Feeder,15-20,Continental Investment & Holdings Private Limited (CIH),Continental Shipping Line Private Limited
267705,CHN,Bulk,Panamax,15-20,Guangdong Yudean Shipping Company Limited,Guangdong Yudean Shipping Company Limited
267710,IDN,Bulk,Panamax,15-20,Government of Indonesia,P.T. PANN Multi Finance
267712,PAN,Container,Feedermax,15-20,Mediterranean Shipping Company (MSC) SA,Mediterranean Shipping Company (MSC) SA
267840,PAN,Container,Feeder,15-20,Tsakos Shipping and Trading S.A.,Tsakos Shipping and Trading S.A.
267843,PAN,Bulk,Panamax,15-20,Sincerity Shipping Limited - HKG,Sincerity Shipping Limited - HKG
267851,PAN,Bulk,Panamax,15-20,Mentor Pacific Limited,Mentor Pacific Limited
267858,SGP,Container,Panamax,15-20,Neptune Orient Lines Limited (NOL),APL Limited
267860,USA,Container,Post panamax,15-20,Neptune Orient Lines Limited (NOL),APL Limited
267861,USA,Container,Panamax,15-20,Neptune Orient Lines Limited (NOL),APL Limited
267864,IND,Container,Small,15-20,,
267880,LBR,Bulk,Capesize,15-20,,
267981,IRN,Container,Small,15-20,Star Shell General Trading L.L.C.,Star Shell General Trading L.L.C.
268069,VCT,Container,Small,15-20,Balthellas Chartering S.A.,Balthellas Chartering S.A.
268070,MLT,Bulk,Handymax,15-20,Chekka Shipping S.A.,Chekka Shipping S.A.
268072,PAN,Bulk,Handy,15-20,Oryx Shipping Limited,Oryx Shipping Limited
268180,CHN,Bulk,Handymax,15-20,China Shipping (Group) Company,Shanghai Time Shipping Company Limited
268184,MLT,Container,Feeder,15-20,Costamare Incorporated,Costamare Shipping Company S.A.
268193,TUR,Bulk,Handymax,15-20,Statu Ship Chartering & Trading Company Limited (Statu Gemi Kiralama ve Ticaret Limited Sirketi),Statu Ship Chartering & Trading Company Limited (Statu Gemi Kiralama ve Ticaret Limited Sirketi)
268194,CHN,Bulk,Panamax,15-20,Guangdong Yudean Shipping Company Limited,Guangdong Yudean Shipping Company Limited
268324,LBR,Container,Panamax,15-20,,
268325,IDN,Container,Small,15-20,P.T. Bintang Jasa Samudra Line,P.T. Bintang Jasa Samudra Line
268332,MHL,Container,Panamax,15-20,,
268362,THA,Container,Small,15-20,Gunkul Trading & Agency Company Limited,Gunkul Trading & Agency Company Limited
268491,LBR,Container,Small,15-20,,
268500,TGO,Bulk,Small,15-20,Heilongjiang Shipping Group Company Limited,Heilongjiang Shipping Group Company Limited
268508,ATG,Container,Small,15-20,Hyde Shipping Corporation,Hyde Shipping Corporation
268513,CHN,Container,Small,15-20,Shanghai Jinjiang Shipping Corporation Limited,Shanghai Jinjiang Shipping Corporation Limited
268542,IDN,Container,Feeder,15-20,P.T. Tanto Intim Line,P.T. Tanto Intim Line
268543,SGP,Container,Feeder,15-20,,
268544,THA,Bulk,Handy,15-20,Precious Shipping Public Company Limited,Precious Shipping Public Company Limited
268548,TWN,Container,Panamax,15-20,,
268674,PAN,Container,Feedermax,15-20,,
268675,HKG,Container,Panamax,15-20,A.P. Moller-Maersk Group,Maersk Line A/S
268676,MHL,Bulk,Capesize,15-20,,
268681,LBR,Bulk,Handy,15-20,Pareto A/S,Pareto Business Management AS
268682,COK,Bulk,Handymax,15-20,Unknown,Unknown
268725,PAN,Bulk,Handymax,15-20,Negmar Denizcilik Yatirim AS,Negmar Denizcilik Yatirim AS
268728,IDN,Container,Small,15-20,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL)
268780,PAN,Bulk,Handy,15-20,SeaHorse Denizcilik ve Muhendislik Ticaret Limited Sirketi,SeaHorse Denizcilik ve Muhendislik Ticaret Limited Sirketi
268787,LBR,Container,Feeder,15-20,Continental Investment & Holdings Private Limited (CIH),Continental Shipping Line Private Limited
268832,BHS,Container,Small,15-20,Kotoku Kaiun K.K.,Kotoku Kaiun K.K.
268914,PAN,Bulk,Handy,15-20,Unknown,Unknown
268926,IDN,Container,Feeder,15-20,PT. Meratus Line,P.T. Mandiri Abadi Santosa Ship Management
268983,LBR,Bulk,Capesize,15-20,,
269007,KOR,Container,Small,15-20,Pan Continental Shipping Company Limited,Pan Continental Shipping Company Limited
269015,PAN,Container,Small,15-20,Multibulk Marine Management S.A.,Multibulk Marine Management S.A.
269043,LTU,Bulk,Handy,15-20,AB Lietuvos Juru Laivininkyste,AB Lietuvos Juru Laivininkyste
269114,MYS,Container,Small,15-20,Harbour-Link Group Berhad,Harbour Link Marine Services Sendirian Berhad
269578,LBR,Container,Feedermax,15-20,Bunnemann Group,Herm Dauelsberg GmbH & Company KG
269688,GRC,Bulk,Panamax,15-20,,
269705,PAN,Container,Feeder,15-20,Conbulk Shipping S.A.,Conbulk Shipping S.A.
269706,MLT,Bulk,Handy,15-20,Hind Maritime Enterprises S.A.,Hind Maritime Enterprises S.A.
269708,BHS,Container,Small,15-20,Kotoku Kaiun K.K.,Kotoku Kaiun K.K.
269709,PAN,Bulk,Panamax,15-20,Sino Construction Shipping (Hong Kong) Limited,Sino Construction Shipping (Hong Kong) Limited
269710,MYS,Bulk,Handymax,15-20,Unknown,Unknown
269720,MNG,Bulk,Handymax,15-20,International Transportation & Trading JSC (ITC),International Transportation & Trading JSC (ITC)
269721,IDN,Bulk,Panamax,15-20,Government of Indonesia,P.T. PANN Multi Finance
269744,CHN,Bulk,Handy,15-20,,
269764,KNA,Container,Panamax,15-20,,
269871,ATG,Container,Small,15-20,Reederei Gebruder Winter GmbH & Company KG,Reederei Gebruder Winter GmbH & Company KG
269874,MLT,Bulk,Handymax,15-20,Government of Bulgaria,Navigation Maritime Bulgare Limited (NAVIBULGAR)
269877,HKG,Container,Feeder,15-20,The Libra Group,Lomar Shipping Limited
270047,ATG,Container,Small,15-20,Reederei Foroohari,Reederei Foroohari
270081,LBR,Bulk,Panamax,15-20,Unimor Shipping Services Limited,Unimor Shipping Agency
270082,HKG,Container,Small,15-20,Adani Shipping (China) Company Limited,Adani Shipping (China) Company Limited
270094,LBR,Bulk,Handy,15-20,Pareto A/S,Pareto Business Management AS
270127,CHN,Bulk,Panamax,15-20,,
270169,MHL,Container,Post panamax,15-20,George Giouroukos group of companies,Poseidon Containers Holdings Corporation
270171,HKG,Container,Post panamax,15-20,Orient Overseas (International) Limited,Orient Overseas Container Line Limited (OOCL)
270191,SGP,Bulk,Capesize,15-20,Vale SA (formerly Companhia Vale do Rio Doce),Vale SA (formerly Companhia Vale do Rio Doce)
270201,PAN,Bulk,Handy,15-20,Louis Dreyfus & Cie S.A.,Louis Dreyfus Armateurs SaS
272176,BMU,Container,Feedermax,15-20,Hapag-Lloyd Aktiengesellschaft,Hapag-Lloyd Aktiengesellschaft
272742,LBR,Container,Feedermax,15-20,,
272798,PAN,Container,Feedermax,15-20,Mediterranean Shipping Company (MSC) SA,Mediterranean Shipping Company (MSC) SA
272803,LBR,Container,Feedermax,15-20,Hansa Mare Reederei GmbH & Company KG,Hansa Mare Reederei GmbH & Company KG
273003,CYP,Container,Feedermax,15-20,Thor Dahl Shipping AS,Thor Dahl Shipping AS
273230,PAN,Container,Small,10-15,Unknown,Unknown
275082,HKG,Bulk,Panamax,10-15,Sinochem Corporation,Far East Horizon Limited
275083,CHN,Bulk,Panamax,10-15,Hai Sheng Shipping (HK) Company Limited,Hai Sheng Shipping (HK) Company Limited
275089,MLT,Bulk,Handy,10-15,OOO Koma Shipping Service,OOO Koma Shipping Service
275116,IND,Bulk,Handymax,10-15,The Shipping Corporation of India Limited,The Shipping Corporation of India Limited
275154,TWN,Container,Feeder,10-15,Evergreen Marine Group,Evergreen Marine Group
275155,TWN,Container,Feeder,10-15,Evergreen Marine Group,Evergreen Marine Group
275156,PAN,Container,Feeder,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275157,PAN,Container,Feeder,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275158,PAN,Container,Feeder,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275159,PAN,Container,Feeder,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275210,LBR,Bulk,Panamax,10-15,Egon Oldendorff KG,Oldendorff Carriers GmbH & Company KG
275211,HKG,Bulk,Panamax,10-15,Investeringsgruppen Danmark A/S,ID Shipping A/S
275219,LBR,Container,Feeder,10-15,,
275240,BHS,Bulk,Panamax,10-15,CSL Group Incorporated,CSL Group Incorporated
275241,PMD,Bulk,Panamax,10-15,Egon Oldendorff KG,Oldendorff Carriers GmbH & Company KG
275242,BHS,Bulk,Panamax,10-15,CSL Group Incorporated,CSL Group Incorporated
275407,SGP,Container,Panamax,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275409,SGP,Container,Panamax,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275411,SGP,Container,Panamax,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275424,PAN,Container,Panamax,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275425,PAN,Container,Panamax,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275426,PAN,Container,Panamax,10-15,Evergreen Marine Group,Evergreen Marine Corporation (Taiwan) Limited (Evergreen Line)
275455,LBR,Container,Panamax,10-15,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG
275458,LBR,Container,Feedermax,10-15,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG
275485,CHN,Bulk,Handy,10-15,Fujian Province Wan Da Shipping Company Limited,Fujian Province Wan Da Shipping Company Limited
275491,SGP,Container,Panamax,10-15,Neptune Orient Lines Limited (NOL),APL Limited
275492,HKG,Container,Post panamax,15-20,George Giouroukos group of companies,Poseidon Containers Holdings Corporation
275493,LBR,Container,Post panamax,15-20,George Giouroukos group of companies,Poseidon Containers Holdings Corporation
275540,LBR,Container,Feedermax,10-15,Hermann Buss GmbH & Cie KG,Hermann Buss GmbH & Cie KG
275541,LBR,Container,Feedermax,10-15,Hermann Buss GmbH & Cie KG,Hermann Buss GmbH & Cie KG
275569,PMD,Container,Post panamax,15-20,Peter Doehle Schiffahrts-KG,HCI Hammonia Shipping AG
275570,PMD,Container,Post panamax,15-20,Peter Doehle Schiffahrts-KG,HCI Hammonia Shipping AG
275572,GRC,Container,Post panamax,15-20,Costamare Incorporated,Costamare Shipping Company S.A.
275574,DIS,Container,Post panamax,15-20,A.P. Moller-Maersk Group,Maersk Line A/S
275575,DIS,Container,Post panamax,15-20,A.P. Moller-Maersk Group,Maersk Line A/S
275576,DIS,Container,Post panamax,10-15,A.P. Moller-Maersk Group,Maersk Line A/S
275577,DIS,Container,Post panamax,10-15,A.P. Moller-Maersk Group,Maersk Line A/S
275578,DIS,Container,Post panamax,10-15,A.P. Moller-Maersk Group,Maersk Line A/S
275579,DIS,Container,Post panamax,10-15,A.P. Moller-Maersk Group,Maersk Line A/S
275609,SGP,Bulk,Handymax,10-15,Thoresen Thai Agencies Public Company Limited,Thoresen & Company (Bangkok) Limited
275623,SAU,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
275624,SAU,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
275631,SAU,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
275632,SAU,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
275633,SAU,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
275652,HKG,Bulk,Panamax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO (HK) Shipping Company Limited
275653,HKG,Bulk,Panamax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO (HK) Shipping Company Limited
275686,BMU,Bulk,Capesize,10-15,Zodiac Group Monaco,Zodiac Maritime Limited
275690,PAN,Container,Feedermax,15-20,Transworld Group,Transworld Bulk Carriers (India) Private Limited
275691,TGO,Container,Feedermax,15-20,,
275698,BMU,Bulk,Capesize,10-15,Swissmarine Corporation Limited,SwissMarine Services SA
275723,CHN,Container,Panamax,10-15,China Ocean Shipping (Group) Company (COSCO),Shanghai Panasia Shipping Company Limited
275726,SGP,Container,Panamax,10-15,Neptune Orient Lines Limited (NOL),APL Limited
275727,USA,Container,Panamax,10-15,Neptune Orient Lines Limited (NOL),APL Limited
275729,DEU,Container,Panamax,10-15,Hapag-Lloyd Aktiengesellschaft,Hapag-Lloyd Aktiengesellschaft
275735,LBR,Bulk,Handymax,10-15,Peter Doehle Schiffahrts-KG,Splosna Plovba d.o.o.
275736,MLT,Bulk,Handymax,10-15,Unknown,Unknown
275737,LBR,Bulk,Handymax,10-15,Peter Doehle Schiffahrts-KG,Splosna Plovba d.o.o.
275738,PAN,Bulk,Handymax,10-15,Liberty Management S.A.,Liberty Management S.A.
275748,MAR,Container,Small,10-15,D'Amico Societa di Navigazione (S.p.A.),D'Amico Dry Limited
275770,PAN,Bulk,Handy,10-15,Decent Shipping Company Limited,Decent Shipping Company Limited
275773,NIS,Container,Small,10-15,Arriva Shipowning AS,Arriva Shipowning AS
275778,GBR,Container,Small,10-15,K & K Schiffahrts GmbH & Company KG,K & K Schiffahrts GmbH & Company KG
275857,CYP,Bulk,Handymax,10-15,Polska Zegluga Morska (POLSTEAM),Polska Zegluga Morska (POLSTEAM)
275858,CYP,Bulk,Handymax,10-15,Polska Zegluga Morska (POLSTEAM),Polska Zegluga Morska (POLSTEAM)
275863,MLT,Bulk,Handy,10-15,Government of Bulgaria,Navigation Maritime Bulgare Limited (NAVIBULGAR)
275864,MLT,Bulk,Handy,10-15,Emiroglu Shipping,Emiroglu Shipping
276030,PAN,Bulk,Handy,10-15,Blue Shipmanagement Corporation,Blue Shipmanagement Corporation
276035,PAN,Bulk,Handy,10-15,,
276110,LBR,Container,Feedermax,10-15,Kollakis Group,Chartworld Shipping Corporation
276158,HKG,Bulk,Panamax,10-15,Ocean Longevity Company Limited,Ocean Longevity Shipping & Management Company Limited
276159,PAN,Bulk,Panamax,10-15,Fairweather Steamship Company Limited,Fairweather Steamship Company Limited
276160,GRC,Bulk,Panamax,10-15,John Samonas & Sons Limited,John Samonas & Sons Limited
276162,SAU,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
276164,SAU,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
276166,ARE,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
276168,SAU,Container,Panamax,10-15,United Arab Shipping Company (S.A.G.) (UASC),United Arab Shipping Company (S.A.G.) (UASC)
276248,PAN,Bulk,Handymax,10-15,Stam Shipping S.A.,Stam Shipping S.A.
276251,MLT,Bulk,Handymax,10-15,Peter Doehle Schiffahrts-KG,Splosna Plovba d.o.o.
276253,LBR,Bulk,Handymax,10-15,Peter Doehle Schiffahrts-KG,Splosna Plovba d.o.o.
276296,CHN,Bulk,Handymax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO Bulk Carrier Company Limited
276299,PAN,Bulk,Panamax,10-15,Grandfame Ship Management Limited,Grandfame Ship Management Limited
276310,EGY,Bulk,Panamax,10-15,Government of Egypt,National Navigation Company
276345,MLT,Bulk,Handy,10-15,Pilot Shipping Company Limited,Pilot Shipping Company Limited
276382,HKG,Bulk,Handymax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO (HK) Shipping Company Limited
276383,HKG,Bulk,Handymax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO (HK) Shipping Company Limited
276384,HKG,Bulk,Handymax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO (HK) Shipping Company Limited
276385,HKG,Bulk,Handymax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO (HK) Shipping Company Limited
276386,HKG,Bulk,Handymax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO (HK) Shipping Company Limited
276387,HKG,Bulk,Handymax,10-15,China Ocean Shipping (Group) Company (COSCO),COSCO (HK) Shipping Company Limited
276388,LBR,Bulk,Panamax,10-15,Modion Maritime Management S.A.,Modion Maritime Management S.A.
276446,MLT,Bulk,Handymax,10-15,PL Shipping Company,PL Shipping Company
276484,NIS,Bulk,Handymax,10-15,Gearbulk Holding Limited,Gearbulk Holding Limited
276501,PAN,Container,Small,10-15,Midway Shipping & Chartering Limited,Midway Shipping & Chartering Limited
276504,PAN,Container,Small,10-15,Akar Deniz Tasimaciligi ve Ticaret Limited Sirketi,Akar Deniz Tasimaciligi ve Ticaret Limited Sirketi
276517,HKG,Bulk,Handymax,10-15,,
276520,LBR,Bulk,Handymax,10-15,Zodiac Group Monaco,Zodiac Maritime Limited
