VESSEL ID,VESSEL_NAME,VESSEL_TYPE,PLACE_NAME,COUNTRY_NAME,AREA_NAME,ARRIVAL_DATE,DEPARTURE_DATE
281642,Hub Gallardo,fully cellular containership,Belawan,Indonesia,"Vietnam, Thailand, Malaysia and Indonesia",4/30/11,5/3/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",5/3/11,5/4/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",5/4/11,5/9/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",5/11/11,5/26/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",5/26/11,5/27/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",5/27/11,5/27/11
281642,Hub Gallardo,fully cellular containership,Laem Chabang,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",5/29/11,5/30/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",6/4/11,6/5/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",6/6/11,6/6/11
281642,Hub Gallardo,fully cellular containership,Port Moresby,Papua New Guinea,"Australia, New Zealand, New Guinea etc",6/15/11,6/18/11
281642,Hub Gallardo,fully cellular containership,Miri,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",6/30/11,6/30/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",7/2/11,7/3/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",7/3/11,7/7/11
281642,Hub Gallardo,fully cellular containership,Haiphong,Vietnam,"China, Korea and Russia",7/12/11,7/12/11
281642,Hub Gallardo,fully cellular containership,Cua Cam,Vietnam,"China, Korea and Russia",7/12/11,7/12/11
281642,Hub Gallardo,fully cellular containership,Haiphong,Vietnam,"China, Korea and Russia",7/12/11,7/13/11
281642,Hub Gallardo,fully cellular containership,Ho Chi Minh City,Vietnam,"China, Korea and Russia",7/16/11,7/16/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",7/18/11,7/27/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",7/27/11,7/28/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",8/2/11,8/3/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",8/8/11,8/9/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",8/16/11,8/17/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",8/20/11,8/24/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",8/25/11,8/25/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",8/30/11,8/31/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",9/3/11,9/5/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",9/9/11,9/10/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",9/14/11,9/15/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",9/16/11,9/16/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",9/20/11,9/21/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",9/25/11,9/26/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",9/30/11,10/1/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",10/5/11,10/6/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",10/7/11,10/7/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",10/11/11,10/12/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",10/15/11,10/17/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",10/21/11,10/22/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",10/25/11,10/26/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",10/27/11,11/1/11
281642,Hub Gallardo,fully cellular containership,Bangkok,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",11/6/11,11/7/11
281642,Hub Gallardo,fully cellular containership,Laem Chabang,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",11/7/11,11/7/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",11/10/11,11/10/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",11/11/11,11/13/11
281642,Hub Gallardo,fully cellular containership,Haiphong,Vietnam,"China, Korea and Russia",11/19/11,11/20/11
281642,Hub Gallardo,fully cellular containership,Ho Chi Minh City,Vietnam,"China, Korea and Russia",11/22/11,11/23/11
281642,Hub Gallardo,fully cellular containership,Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",11/26/11,12/5/11
281642,Hub Gallardo,fully cellular containership,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",12/5/11,12/6/11
281642,Hub Gallardo,fully cellular containership,Jakarta,Indonesia,"Vietnam, Thailand, Malaysia and Indonesia",12/8/11,12/9/11
281642,Hub Gallardo,fully cellular containership,Port Moresby,Papua New Guinea,"Australia, New Zealand, New Guinea etc",12/17/11,12/19/11
292993,Nautica,passenger (cruise),Male,Republic of Maldives,"India, Pakistan and Burma",1/1/11,1/2/11
292993,Nautica,passenger (cruise),Colombo,Sri Lanka,"India, Pakistan and Burma",1/4/11,1/4/11
292993,Nautica,passenger (cruise),Penang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",1/13/11,1/13/11
292993,Nautica,passenger (cruise),Port Klang,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",1/14/11,1/14/11
292993,Nautica,passenger (cruise),Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",1/15/11,1/15/11
292993,Nautica,passenger (cruise),Sihanoukville,Cambodia,"China, Korea and Russia",1/20/11,1/20/11
292993,Nautica,passenger (cruise),Ho Chi Minh City,Vietnam,"China, Korea and Russia",1/22/11,1/30/11
292993,Nautica,passenger (cruise),Hong Kong,People's Republic of China,"China, Korea and Russia",1/30/11,1/30/11
292993,Nautica,passenger (cruise),Keelung,Taiwan,"China, Korea and Russia",2/1/11,2/1/11
292993,Nautica,passenger (cruise),Kaohsiung,Taiwan,"China, Korea and Russia",2/2/11,2/2/11
292993,Nautica,passenger (cruise),Kota Kinabalu,Malaysia,"Vietnam, Thailand, Malaysia and Indonesia",2/6/11,2/6/11
292993,Nautica,passenger (cruise),Muara Port,Brunei Darussalam,"Vietnam, Thailand, Malaysia and Indonesia",2/7/11,2/7/11
292993,Nautica,passenger (cruise),Ho Chi Minh City,Vietnam,"China, Korea and Russia",2/10/11,2/12/11
292993,Nautica,passenger (cruise),Ho Chi Minh City,Vietnam,"China, Korea and Russia",2/19/11,2/20/11
292993,Nautica,passenger (cruise),Hong Kong,People's Republic of China,"China, Korea and Russia",2/26/11,2/27/11
292993,Nautica,passenger (cruise),Ho Chi Minh City,Vietnam,"China, Korea and Russia",2/27/11,3/1/11
292993,Nautica,passenger (cruise),Keelung,Taiwan,"China, Korea and Russia",3/1/11,3/1/11
292993,Nautica,passenger (cruise),Kagoshima,Japan,Japan,3/3/11,3/3/11
292993,Nautica,passenger (cruise),Nagasaki,Japan,Japan,3/4/11,3/4/11
292993,Nautica,passenger (cruise),Shanghai,People's Republic of China,"China, Korea and Russia",3/6/11,3/9/11
292993,Nautica,passenger (cruise),Incheon,Republic of Korea,"China, Korea and Russia",3/9/11,3/9/11
292993,Nautica,passenger (cruise),Xingang,People's Republic of China,"China, Korea and Russia",3/11/11,3/13/11
292993,Nautica,passenger (cruise),Incheon,Republic of Korea,"China, Korea and Russia",3/13/11,3/13/11
292993,Nautica,passenger (cruise),Shanghai,People's Republic of China,"China, Korea and Russia",3/15/11,3/17/11
292993,Nautica,passenger (cruise),Naha,Japan,Japan,3/19/11,3/19/11
292993,Nautica,passenger (cruise),Keelung,Taiwan,"China, Korea and Russia",3/22/11,3/22/11
292993,Nautica,passenger (cruise),Kaohsiung,Taiwan,"China, Korea and Russia",3/23/11,3/24/11
292993,Nautica,passenger (cruise),Hong Kong,People's Republic of China,"China, Korea and Russia",3/25/11,3/27/11
292993,Nautica,passenger (cruise),Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",4/3/11,4/3/11
292993,Nautica,passenger (cruise),Phuket,Thailand,"Vietnam, Thailand, Malaysia and Indonesia",4/5/11,4/5/11
292993,Nautica,passenger (cruise),Port Sultan Qaboos,Sultanate of Oman,Gulf States,4/18/11,4/18/11
292993,Nautica,passenger (cruise),Strait of Hormuz,,Gulf States,4/19/11,4/19/11
292993,Nautica,passenger (cruise),Dubai,United Arab Emirates,Gulf States,4/19/11,4/21/11
292993,Nautica,passenger (cruise),Strait of Hormuz,,Gulf States,4/21/11,4/21/11
292993,Nautica,passenger (cruise),Fujairah,United Arab Emirates,Gulf States,4/22/11,4/22/11
292993,Nautica,passenger (cruise),Port Sultan Qaboos,Sultanate of Oman,Gulf States,4/23/11,4/23/11
292993,Nautica,passenger (cruise),Salalah,Sultanate of Oman,Red Sea coast inc up to the Persian Gulf,4/25/11,4/25/11
292993,Nautica,passenger (cruise),Aqaba,Jordan,Red Sea coast inc up to the Persian Gulf,4/30/11,4/30/11
292993,Nautica,passenger (cruise),Safaga,Arab Republic of Egypt,Red Sea coast inc up to the Persian Gulf,5/1/11,5/1/11
292993,Nautica,passenger (cruise),Port Said,Arab Republic of Egypt,North African coast,5/4/11,5/4/11
292993,Nautica,passenger (cruise),Ashdod,Israel,"Eastern Mediterranean inc Cyprus, Turkey",5/5/11,5/6/11
292993,Nautica,passenger (cruise),Haifa,Israel,"Eastern Mediterranean inc Cyprus, Turkey",5/7/11,5/7/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",5/9/11,5/9/11
292993,Nautica,passenger (cruise),Piraeus,Greece,European Mediterranean coast,5/10/11,5/10/11
292993,Nautica,passenger (cruise),Antalya,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",5/14/11,5/14/11
292993,Nautica,passenger (cruise),Haifa,Israel,"Eastern Mediterranean inc Cyprus, Turkey",5/15/11,5/16/11
292993,Nautica,passenger (cruise),Ashdod,Israel,"Eastern Mediterranean inc Cyprus, Turkey",5/17/11,5/17/11
292993,Nautica,passenger (cruise),Limassol,Cyprus,"Eastern Mediterranean inc Cyprus, Turkey",5/18/11,5/18/11
292993,Nautica,passenger (cruise),Rhodes,Greece,"Eastern Mediterranean inc Cyprus, Turkey",5/19/11,5/19/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",5/20/11,5/20/11
292993,Nautica,passenger (cruise),Dardanelles,Turkey,Black Sea coast,5/21/11,5/21/11
292993,Nautica,passenger (cruise),Dardanelles,Turkey,Black Sea coast,5/23/11,5/23/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",5/24/11,5/24/11
292993,Nautica,passenger (cruise),Chios,Greece,"Eastern Mediterranean inc Cyprus, Turkey",5/25/11,5/25/11
292993,Nautica,passenger (cruise),Piraeus,Greece,European Mediterranean coast,5/26/11,5/26/11
292993,Nautica,passenger (cruise),Zante,Greece,European Mediterranean coast,5/27/11,5/27/11
292993,Nautica,passenger (cruise),Itea,Greece,European Mediterranean coast,5/28/11,5/28/11
292993,Nautica,passenger (cruise),Kotor,Montenegro,European Mediterranean coast,5/30/11,5/30/11
292993,Nautica,passenger (cruise),Dubrovnik,Republic of Croatia,European Mediterranean coast,5/31/11,6/1/11
292993,Nautica,passenger (cruise),Koper,Republic of Slovenia,European Mediterranean coast,6/1/11,6/1/11
292993,Nautica,passenger (cruise),Venice,Italy,European Mediterranean coast,6/2/11,6/4/11
292993,Nautica,passenger (cruise),Dubrovnik,Republic of Croatia,European Mediterranean coast,6/5/11,6/5/11
292993,Nautica,passenger (cruise),Kotor,Montenegro,European Mediterranean coast,6/6/11,6/6/11
292993,Nautica,passenger (cruise),Messina Strait,Italy,European Mediterranean coast,6/8/11,6/8/11
292993,Nautica,passenger (cruise),Leghorn,Italy,European Mediterranean coast,6/10/11,6/10/11
292993,Nautica,passenger (cruise),La Spezia,Italy,European Mediterranean coast,6/11/11,6/11/11
292993,Nautica,passenger (cruise),Civitavecchia,Italy,European Mediterranean coast,6/13/11,6/13/11
292993,Nautica,passenger (cruise),Messina Strait,Italy,European Mediterranean coast,6/15/11,6/15/11
292993,Nautica,passenger (cruise),Zante,Greece,European Mediterranean coast,6/16/11,6/16/11
292993,Nautica,passenger (cruise),Antalya,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",6/16/11,6/20/11
292993,Nautica,passenger (cruise),Haifa,Israel,"Eastern Mediterranean inc Cyprus, Turkey",6/20/11,6/20/11
292993,Nautica,passenger (cruise),Ashdod,Israel,"Eastern Mediterranean inc Cyprus, Turkey",6/21/11,6/22/11
292993,Nautica,passenger (cruise),Limassol,Cyprus,"Eastern Mediterranean inc Cyprus, Turkey",6/23/11,6/23/11
292993,Nautica,passenger (cruise),Rhodes,Greece,"Eastern Mediterranean inc Cyprus, Turkey",6/25/11,6/25/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",6/26/11,6/26/11
292993,Nautica,passenger (cruise),Piraeus,Greece,European Mediterranean coast,6/27/11,6/27/11
292993,Nautica,passenger (cruise),Mykonos,Greece,European Mediterranean coast,6/28/11,6/28/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",6/29/11,6/29/11
292993,Nautica,passenger (cruise),Dardanelles,Turkey,Black Sea coast,6/30/11,6/30/11
292993,Nautica,passenger (cruise),Istanbul,Turkey,Black Sea coast,6/30/11,6/30/11
292993,Nautica,passenger (cruise),Sochi,Russian Federation,Black Sea coast,7/3/11,7/3/11
292993,Nautica,passenger (cruise),Odessa,Ukraine,Black Sea coast,7/6/11,7/6/11
292993,Nautica,passenger (cruise),Constantza,Romania,Black Sea coast,7/7/11,7/7/11
292993,Nautica,passenger (cruise),Nessebar,Bulgaria,Black Sea coast,7/8/11,7/8/11
292993,Nautica,passenger (cruise),Istanbul,Turkey,Black Sea coast,7/8/11,7/10/11
292993,Nautica,passenger (cruise),Istanbul,Turkey,Black Sea coast,7/8/11,7/8/11
292993,Nautica,passenger (cruise),Dardanelles,Turkey,Black Sea coast,7/10/11,7/10/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",7/11/11,7/11/11
292993,Nautica,passenger (cruise),Rhodes,Greece,"Eastern Mediterranean inc Cyprus, Turkey",7/14/11,7/14/11
292993,Nautica,passenger (cruise),Zante,Greece,European Mediterranean coast,7/19/11,7/19/11
292993,Nautica,passenger (cruise),Piraeus,Greece,European Mediterranean coast,7/21/11,7/21/11
292993,Nautica,passenger (cruise),Mykonos,Greece,European Mediterranean coast,7/22/11,7/22/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",7/23/11,7/23/11
292993,Nautica,passenger (cruise),Thira,Greece,European Mediterranean coast,7/24/11,7/24/11
292993,Nautica,passenger (cruise),Zante,Greece,European Mediterranean coast,7/27/11,7/27/11
292993,Nautica,passenger (cruise),Itea,Greece,European Mediterranean coast,7/28/11,7/28/11
292993,Nautica,passenger (cruise),Kotor,Montenegro,European Mediterranean coast,7/30/11,7/30/11
292993,Nautica,passenger (cruise),Dubrovnik,Republic of Croatia,European Mediterranean coast,7/30/11,7/31/11
292993,Nautica,passenger (cruise),Venice,Italy,European Mediterranean coast,8/1/11,8/3/11
292993,Nautica,passenger (cruise),Split,Republic of Croatia,European Mediterranean coast,8/4/11,8/4/11
292993,Nautica,passenger (cruise),Messina Strait,Italy,European Mediterranean coast,8/6/11,8/6/11
292993,Nautica,passenger (cruise),Civitavecchia,Italy,European Mediterranean coast,8/9/11,8/9/11
292993,Nautica,passenger (cruise),Leghorn,Italy,European Mediterranean coast,8/10/11,8/11/11
292993,Nautica,passenger (cruise),Genoa,Italy,European Mediterranean coast,8/12/11,8/15/11
292993,Nautica,passenger (cruise),Marseilles,France,European Mediterranean coast,8/15/11,8/15/11
292993,Nautica,passenger (cruise),Barcelona,Spain,European Mediterranean coast,8/16/11,8/16/11
292993,Nautica,passenger (cruise),Marseilles,France,European Mediterranean coast,8/17/11,8/17/11
292993,Nautica,passenger (cruise),Leghorn,Italy,European Mediterranean coast,8/19/11,8/19/11
292993,Nautica,passenger (cruise),Civitavecchia,Italy,European Mediterranean coast,8/20/11,8/20/11
292993,Nautica,passenger (cruise),Messina Strait,Italy,European Mediterranean coast,8/22/11,8/22/11
292993,Nautica,passenger (cruise),Zante,Greece,European Mediterranean coast,8/23/11,8/23/11
292993,Nautica,passenger (cruise),Thira,Greece,European Mediterranean coast,8/23/11,8/25/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",8/25/11,8/25/11
292993,Nautica,passenger (cruise),Piraeus,Greece,European Mediterranean coast,8/26/11,8/26/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",8/27/11,8/27/11
292993,Nautica,passenger (cruise),Dardanelles,Turkey,Black Sea coast,8/29/11,8/29/11
292993,Nautica,passenger (cruise),Istanbul,Turkey,Black Sea coast,8/29/11,8/29/11
292993,Nautica,passenger (cruise),Sochi,Russian Federation,Black Sea coast,9/1/11,9/1/11
292993,Nautica,passenger (cruise),Sevastopol,Ukraine,Black Sea coast,9/3/11,9/3/11
292993,Nautica,passenger (cruise),Odessa,Ukraine,Black Sea coast,9/4/11,9/4/11
292993,Nautica,passenger (cruise),Constantza,Romania,Black Sea coast,9/5/11,9/5/11
292993,Nautica,passenger (cruise),Nessebar,Bulgaria,Black Sea coast,9/6/11,9/7/11
292993,Nautica,passenger (cruise),Istanbul,Turkey,Black Sea coast,9/7/11,9/7/11
292993,Nautica,passenger (cruise),Dardanelles,Turkey,Black Sea coast,9/8/11,9/8/11
292993,Nautica,passenger (cruise),Rhodes,Greece,"Eastern Mediterranean inc Cyprus, Turkey",9/12/11,9/12/11
292993,Nautica,passenger (cruise),Zante,Greece,European Mediterranean coast,9/17/11,9/17/11
292993,Nautica,passenger (cruise),Piraeus,Greece,European Mediterranean coast,9/19/11,9/19/11
292993,Nautica,passenger (cruise),Zante,Greece,European Mediterranean coast,9/21/11,9/21/11
292993,Nautica,passenger (cruise),Katakolon,Greece,European Mediterranean coast,9/23/11,9/23/11
292993,Nautica,passenger (cruise),Rhodes,Greece,"Eastern Mediterranean inc Cyprus, Turkey",9/26/11,9/26/11
292993,Nautica,passenger (cruise),Thira,Greece,European Mediterranean coast,9/27/11,9/27/11
292993,Nautica,passenger (cruise),Istanbul,Turkey,Black Sea coast,9/30/11,10/2/11
292993,Nautica,passenger (cruise),Dardanelles,Turkey,Black Sea coast,9/30/11,9/30/11
292993,Nautica,passenger (cruise),Dardanelles,Turkey,Black Sea coast,10/2/11,10/2/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",10/3/11,10/3/11
292993,Nautica,passenger (cruise),Patmos,Greece,"Eastern Mediterranean inc Cyprus, Turkey",10/4/11,10/4/11
292993,Nautica,passenger (cruise),Marmaris,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",10/6/11,10/6/11
292993,Nautica,passenger (cruise),Alanya,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",10/6/11,10/8/11
292993,Nautica,passenger (cruise),Limassol,Cyprus,"Eastern Mediterranean inc Cyprus, Turkey",10/8/11,10/8/11
292993,Nautica,passenger (cruise),Haifa,Israel,"Eastern Mediterranean inc Cyprus, Turkey",10/9/11,10/9/11
292993,Nautica,passenger (cruise),Ashdod,Israel,"Eastern Mediterranean inc Cyprus, Turkey",10/10/11,10/10/11
292993,Nautica,passenger (cruise),Valletta,Malta,European Mediterranean coast,10/13/11,10/13/11
292993,Nautica,passenger (cruise),Barcelona,Spain,European Mediterranean coast,10/15/11,10/15/11
292993,Nautica,passenger (cruise),Valencia,Spain,European Mediterranean coast,10/16/11,10/16/11
292993,Nautica,passenger (cruise),Palma(Maj),Spain,European Mediterranean coast,10/17/11,10/17/11
292993,Nautica,passenger (cruise),Marseilles,France,European Mediterranean coast,10/18/11,10/18/11
292993,Nautica,passenger (cruise),Genoa,Italy,European Mediterranean coast,10/21/11,10/21/11
292993,Nautica,passenger (cruise),Leghorn,Italy,European Mediterranean coast,10/22/11,10/22/11
292993,Nautica,passenger (cruise),Monte Carlo,Monaco,European Mediterranean coast,10/25/11,10/27/11
292993,Nautica,passenger (cruise),Civitavecchia,Italy,European Mediterranean coast,10/25/11,10/25/11
292993,Nautica,passenger (cruise),Leghorn,Italy,European Mediterranean coast,10/27/11,10/28/11
292993,Nautica,passenger (cruise),Olbia,Italy,European Mediterranean coast,10/29/11,10/29/11
292993,Nautica,passenger (cruise),Messina Strait,Italy,European Mediterranean coast,10/31/11,10/31/11
292993,Nautica,passenger (cruise),Messina,Italy,European Mediterranean coast,10/31/11,11/3/11
292993,Nautica,passenger (cruise),Kusadasi,Turkey,"Eastern Mediterranean inc Cyprus, Turkey",11/3/11,11/3/11
292993,Nautica,passenger (cruise),Piraeus,Greece,European Mediterranean coast,11/4/11,11/4/11
292993,Nautica,passenger (cruise),Limassol,Cyprus,"Eastern Mediterranean inc Cyprus, Turkey",11/6/11,11/6/11
292993,Nautica,passenger (cruise),Haifa,Israel,"Eastern Mediterranean inc Cyprus, Turkey",11/7/11,11/9/11
292993,Nautica,passenger (cruise),Suez,Arab Republic of Egypt,North African coast,11/10/11,11/10/11
292993,Nautica,passenger (cruise),Aqaba,Jordan,Red Sea coast inc up to the Persian Gulf,11/13/11,11/13/11
292993,Nautica,passenger (cruise),Salalah,Sultanate of Oman,Red Sea coast inc up to the Persian Gulf,11/18/11,11/18/11
292993,Nautica,passenger (cruise),Port Sultan Qaboos,Sultanate of Oman,Gulf States,11/20/11,11/20/11
292993,Nautica,passenger (cruise),Strait of Hormuz,,Gulf States,11/21/11,11/21/11
292993,Nautica,passenger (cruise),Dubai,United Arab Emirates,Gulf States,11/21/11,11/23/11
292993,Nautica,passenger (cruise),Fujairah,United Arab Emirates,Gulf States,11/24/11,11/24/11
292993,Nautica,passenger (cruise),Port Sultan Qaboos,Sultanate of Oman,Gulf States,11/25/11,11/25/11
292993,Nautica,passenger (cruise),Mumbai,India,"India, Pakistan and Burma",11/28/11,11/29/11
292993,Nautica,passenger (cruise),Seychelles,Seychelles,South & East African coasts,12/7/11,12/8/11
292993,Nautica,passenger (cruise),Mauritius,Mauritius,South & East African coasts,12/13/11,12/13/11
292993,Nautica,passenger (cruise),Richards Bay,South Africa,South & East African coasts,12/18/11,12/18/11
292993,Nautica,passenger (cruise),Durban,South Africa,South & East African coasts,12/19/11,12/19/11
292993,Nautica,passenger (cruise),Cape Town,South Africa,South & East African coasts,12/21/11,12/24/11
292993,Nautica,passenger (cruise),Durban,South Africa,South & East African coasts,12/26/11,12/26/11
292993,Nautica,passenger (cruise),Richards Bay,South Africa,South & East African coasts,12/27/11,12/27/11
322083,Rickmers Shanghai,general cargo with container capacity,Panama Canal,Panama,Central America inc Mexico to Panama,1/16/11,1/16/11
322083,Rickmers Shanghai,general cargo with container capacity,New Orleans,United States of America,Gulf of Mexico,1/19/11,1/22/11
322083,Rickmers Shanghai,general cargo with container capacity,Houston,United States of America,Gulf of Mexico,1/23/11,1/28/11
322083,Rickmers Shanghai,general cargo with container capacity,Philadelphia,United States of America,"U.S, Atlantic coast including part of Canada",2/1/11,2/16/11
322083,Rickmers Shanghai,general cargo with container capacity,Antwerp,Belgium,North European Atlantic coast,2/16/11,2/20/11
322083,Rickmers Shanghai,general cargo with container capacity,Hamburg,Germany,North European Atlantic coast,2/22/11,2/24/11
322083,Rickmers Shanghai,general cargo with container capacity,Antwerp,Belgium,North European Atlantic coast,2/26/11,2/26/11
322083,Rickmers Shanghai,general cargo with container capacity,Dover Strait,United Kingdom,United Kingdom inc Eire,2/27/11,2/27/11
322083,Rickmers Shanghai,general cargo with container capacity,Gibraltar,Gibraltar,European Mediterranean coast,3/2/11,3/2/11
322083,Rickmers Shanghai,general cargo with container capacity,Genoa,Italy,European Mediterranean coast,3/5/11,3/5/11
322083,Rickmers Shanghai,general cargo with container capacity,Messina Strait,Italy,European Mediterranean coast,3/7/11,3/7/11
322083,Rickmers Shanghai,general cargo with container capacity,Suez,Arab Republic of Egypt,North African coast,3/10/11,3/10/11
322083,Rickmers Shanghai,general cargo with container capacity,Jebel Ali,United Arab Emirates,Gulf States,3/17/11,3/20/11
322083,Rickmers Shanghai,general cargo with container capacity,Bahrain,Kingdom of Bahrain,Gulf States,3/21/11,3/22/11
322083,Rickmers Shanghai,general cargo with container capacity,Bandar Abbas,Iran,Gulf States,3/22/11,3/23/11
322083,Rickmers Shanghai,general cargo with container capacity,Jakarta,Indonesia,"Vietnam, Thailand, Malaysia and Indonesia",4/2/11,4/3/11
322083,Rickmers Shanghai,general cargo with container capacity,Singapore,Republic of Singapore,"Vietnam, Thailand, Malaysia and Indonesia",4/5/11,4/9/11
322083,Rickmers Shanghai,general cargo with container capacity,Vietnam,Vietnam,"China, Korea and Russia",4/9/11,4/10/11
322083,Rickmers Shanghai,general cargo with container capacity,Ho Chi Minh City,Vietnam,"China, Korea and Russia",4/10/11,4/19/11
322083,Rickmers Shanghai,general cargo with container capacity,Vietnam,Vietnam,"China, Korea and Russia",4/10/11,4/19/11
322083,Rickmers Shanghai,general cargo with container capacity,Shanghai,People's Republic of China,"China, Korea and Russia",4/19/11,4/21/11
322083,Rickmers Shanghai,general cargo with container capacity,Qingdao,People's Republic of China,"China, Korea and Russia",4/26/11,4/27/11
322083,Rickmers Shanghai,general cargo with container capacity,Qianwan,People's Republic of China,"China, Korea and Russia",4/28/11,4/29/11
322083,Rickmers Shanghai,general cargo with container capacity,Masan,Republic of Korea,"China, Korea and Russia",5/1/11,5/3/11
322083,Rickmers Shanghai,general cargo with container capacity,Kobe,Japan,Japan,5/5/11,5/6/11
